transaction_id,timestamp,customer_id,is_fraud,graph_customer_cluster_size_before,graph_device_cluster_size_before,graph_ip_cluster_size_before,graph_direct_connections_before
TX0014624,2026-02-27 18:15:48,C09661,0,8525,1,1,0
TX0038061,2026-02-27 18:20:00,C09709,0,8525,8525,8525,3
TX0066841,2026-02-27 18:21:12,C00328,0,1,1,1,0
TX0065491,2026-02-27 18:21:13,C09659,0,8525,1,8525,1
TX0018678,2026-02-27 18:21:50,C07875,0,8525,8525,8525,4
TX0047482,2026-02-27 18:28:32,C03405,0,8525,8525,8525,5
TX0014840,2026-02-27 18:31:51,C08096,0,8525,8525,8525,3
TX0090690,2026-02-27 18:33:19,C09260,0,1,8525,8525,6
TX0077077,2026-02-27 18:36:18,C09392,0,8526,8526,8526,4
TX0088570,2026-02-27 18:39:45,C09792,0,8526,8526,8526,3
TX0062236,2026-02-27 18:40:02,C00352,0,8526,8526,8526,3
TX0041408,2026-02-27 18:45:26,C01464,0,8526,8526,1,3
TX0086663,2026-02-27 18:47:11,C09792,0,8526,8526,8526,6
TX0084865,2026-02-27 18:47:25,C08881,0,8526,1,8526,3
TX0081726,2026-02-27 18:50:08,C04727,0,8526,8526,8526,5
TX0074777,2026-02-27 18:50:30,C05143,0,8526,8526,1,2
TX0086944,2026-02-27 18:51:28,C01003,0,8526,8526,8526,6
TX0073528,2026-02-27 18:57:15,C03989,0,8526,8526,8526,6
TX0020900,2026-02-27 18:57:27,C06934,0,8526,8526,8526,7
TX0015223,2026-02-27 19:02:19,C00898,0,8526,1,8526,1
TX0037869,2026-02-27 19:08:31,C04727,0,8526,8526,8526,5
TX0059847,2026-02-27 19:14:29,C02546,0,8526,8526,8526,4
TX0028952,2026-02-27 19:15:01,C02962,0,8526,8526,1,3
TX0052845,2026-02-27 19:17:53,C07951,1,8526,8526,8526,2
TX0097730,2026-02-27 19:26:11,C08300,0,1,8526,8526,4
TX0030012,2026-02-27 19:26:44,C01494,0,1,8527,8527,4
TX0040493,2026-02-27 19:27:03,C09946,0,8528,8528,8528,3
TX0044714,2026-02-27 19:28:10,C04172,0,8528,8528,8528,4
TX0088130,2026-02-27 19:32:03,C03479,0,8528,8528,8528,5
TX0055708,2026-02-27 19:37:57,C04411,0,1,1,8528,2
TX0012519,2026-02-27 19:44:33,C02417,0,8529,8529,8529,4
TX0028681,2026-02-27 19:56:32,C05555,0,8529,8529,8529,4
TX0093266,2026-02-27 19:56:58,C02870,0,8529,8529,8529,4
TX0020536,2026-02-27 19:59:42,C00525,0,8529,8529,8529,4
TX0075871,2026-02-27 20:01:50,C05388,0,8529,8529,8529,5
TX0067040,2026-02-27 20:05:52,C05064,0,8529,8529,8529,5
TX0088514,2026-02-27 20:10:31,C05631,0,8529,1,8529,2
TX0067031,2026-02-27 20:11:51,C05107,0,1,1,8529,1
TX0032724,2026-02-27 20:19:08,C03711,0,8530,8530,8530,4
TX0066024,2026-02-27 20:19:39,C01673,0,2,1,8530,3
TX0091651,2026-02-27 20:19:53,C08290,0,8532,8532,1,1
TX0094957,2026-02-27 20:23:26,C00014,0,8532,8532,8532,3
TX0036673,2026-02-27 20:37:30,C05558,0,8532,8532,8532,2
TX0087025,2026-02-27 20:37:46,C03483,0,8532,8532,8532,5
TX0078246,2026-02-27 20:40:42,C05822,0,1,1,1,0
TX0036030,2026-02-27 20:41:36,C05024,0,8532,8532,8532,5
TX0082151,2026-02-27 20:43:34,C05298,0,8532,8532,8532,6
TX0009231,2026-02-27 20:55:10,C06404,0,8532,8532,8532,2
TX0049176,2026-02-27 20:56:45,C00238,0,8532,8532,8532,7
TX0087109,2026-02-27 20:59:51,C02337,0,8532,8532,1,4
TX0075522,2026-02-27 21:00:26,C04080,0,8532,8532,8532,4
TX0050963,2026-02-27 21:08:51,C07677,0,8532,8532,1,1
TX0045937,2026-02-27 21:11:23,C09781,1,1,8532,8532,9
TX0069746,2026-02-27 21:11:40,C04658,0,1,8533,8533,5
TX0046721,2026-02-27 21:20:13,C07998,0,1,8534,8534,3
TX0062765,2026-02-27 21:21:32,C05222,0,8535,8535,8535,2
TX0057443,2026-02-27 21:45:53,C08065,0,8535,8535,8535,4
TX0064856,2026-02-27 21:50:44,C01385,0,8535,1,8535,2
TX0007184,2026-02-27 21:52:21,C01271,0,8535,1,8535,1
TX0060413,2026-02-27 21:52:49,C09608,1,8535,8535,8535,4
TX0043960,2026-02-27 21:55:20,C08124,0,1,8535,8535,5
TX0017709,2026-02-27 21:55:42,C02908,0,8536,1,8536,2
TX0079082,2026-02-27 21:59:09,C04153,0,8536,8536,8536,6
TX0098040,2026-02-27 22:08:41,C06837,0,8536,8536,8536,6
TX0063200,2026-02-27 22:12:30,C02623,0,8536,8536,8536,2
TX0040098,2026-02-27 22:17:34,C00937,0,1,8536,1,3
TX0065534,2026-02-27 22:23:13,C02067,0,8537,1,8537,2
TX0005366,2026-02-27 22:31:15,C07984,0,8537,8537,8537,3
TX0005108,2026-02-27 22:34:19,C01479,0,8537,8537,8537,4
TX0006977,2026-02-27 22:34:54,C01090,0,1,8537,1,2
TX0032576,2026-02-27 22:35:58,C08860,0,8538,8538,8538,2
TX0030314,2026-02-27 22:39:12,C06356,1,8538,8538,1,9
TX0022249,2026-02-27 22:39:29,C07426,0,8538,8538,8538,4
TX0067864,2026-02-27 22:41:12,C04274,0,8538,8538,8538,2
TX0032611,2026-02-27 22:41:27,C02356,0,8538,1,1,0
TX0019462,2026-02-27 22:42:48,C08844,0,8538,8538,1,4
TX0055255,2026-02-27 22:46:16,C01593,0,8538,8538,8538,5
TX0050087,2026-02-27 22:52:22,C06806,0,8538,8538,8538,4
TX0048370,2026-02-27 22:55:08,C01411,0,1,8538,1,2
TX0098443,2026-02-27 22:56:01,C03446,1,8539,8539,8539,5
TX0060646,2026-02-27 22:57:41,C09011,0,8539,8539,8539,9
TX0022909,2026-02-27 23:00:21,C00332,0,8539,1,8539,1
TX0003137,2026-02-27 23:01:16,C02970,0,8539,8539,8539,6
TX0074027,2026-02-27 23:02:48,C06077,0,1,8539,8539,5
TX0022856,2026-02-27 23:03:20,C02912,0,8540,1,8540,2
TX0053784,2026-02-27 23:04:13,C00668,0,8540,8540,8540,6
TX0058811,2026-02-27 23:07:33,C05105,0,1,1,1,0
TX0091187,2026-02-27 23:09:51,C00974,0,8540,8540,8540,4
TX0050956,2026-02-27 23:12:07,C03383,0,8540,8540,8540,4
TX0098983,2026-02-27 23:15:42,C03326,0,8540,8540,1,4
TX0038526,2026-02-27 23:15:49,C05365,1,8540,8540,8540,4
TX0052000,2026-02-27 23:16:11,C02492,0,8540,8540,8540,7
TX0045634,2026-02-27 23:20:50,C05070,0,1,1,1,0
TX0020880,2026-02-27 23:24:20,C00534,0,8540,8540,8540,6
TX0095677,2026-02-27 23:26:37,C03307,0,1,8540,1,1
TX0067328,2026-02-27 23:38:54,C04653,0,8541,8541,8541,8
TX0021787,2026-02-27 23:40:44,C05181,0,8541,8541,8541,3
TX0010116,2026-02-27 23:43:34,C08235,0,8541,8541,8541,8
TX0004034,2026-02-27 23:45:20,C03957,0,8541,8541,1,2
TX0017493,2026-02-27 23:45:33,C07549,0,8541,8541,8541,7
TX0067334,2026-02-27 23:48:46,C01810,0,8541,8541,1,1
TX0048751,2026-02-27 23:59:54,C01484,0,8541,8541,8541,4
TX0023521,2026-02-28 00:04:42,C09284,0,1,8541,8541,5
TX0019081,2026-02-28 00:06:08,C00486,0,8542,8542,8542,3
TX0097446,2026-02-28 00:09:19,C04803,0,8542,8542,8542,2
TX0055394,2026-02-28 00:24:14,C08483,0,8542,8542,8542,4
TX0029534,2026-02-28 00:26:22,C00965,0,2,2,1,1
TX0037700,2026-02-28 00:27:00,C06238,0,8542,8542,1,1
TX0068998,2026-02-28 00:28:47,C08631,0,8542,8542,8542,6
TX0081226,2026-02-28 00:30:54,C07445,0,1,8542,8542,4
TX0004720,2026-02-28 00:36:39,C05209,0,8543,8543,8543,5
TX0067202,2026-02-28 00:46:29,C03856,0,8543,8543,8543,7
TX0073483,2026-02-28 00:49:17,C01032,0,8543,8543,1,3
TX0007015,2026-02-28 00:50:45,C00082,0,8543,8543,8543,2
TX0092974,2026-02-28 00:51:19,C06637,0,8543,8543,8543,3
TX0089595,2026-02-28 01:00:20,C09400,0,8543,8543,8543,7
TX0082608,2026-02-28 01:00:51,C00844,0,8543,8543,1,4
TX0040134,2026-02-28 01:13:05,C03314,0,8543,8543,1,2
TX0011454,2026-02-28 01:14:52,C02573,0,8543,8543,1,2
TX0027070,2026-02-28 01:18:06,C02985,0,8543,8543,1,4
TX0082554,2026-02-28 01:18:26,C08122,0,1,8543,8543,2
TX0081480,2026-02-28 01:20:33,C08736,0,8544,8544,8544,5
TX0013912,2026-02-28 01:21:01,C03420,0,8544,8544,1,3
TX0041312,2026-02-28 01:27:04,C00423,0,8544,1,8544,2
TX0030572,2026-02-28 01:30:26,C03772,0,8544,8544,8544,3
TX0042759,2026-02-28 01:32:42,C07112,0,8544,8544,8544,6
TX0080794,2026-02-28 01:39:42,C09480,0,8544,1,8544,1
TX0066230,2026-02-28 01:42:04,C02883,0,8544,8544,8544,7
TX0020545,2026-02-28 01:42:37,C08039,0,8544,8544,8544,5
TX0008655,2026-02-28 01:46:47,C09202,0,8544,8544,8544,7
TX0036552,2026-02-28 01:47:27,C05970,0,8544,8544,1,11
TX0071640,2026-02-28 01:48:03,C05024,0,8544,8544,8544,5
TX0020662,2026-02-28 01:53:18,C07628,0,8544,8544,8544,4
TX0025665,2026-02-28 01:59:22,C03041,0,8544,8544,8544,6
TX0092295,2026-02-28 02:04:53,C07281,0,8544,8544,1,5
TX0028352,2026-02-28 02:07:50,C05308,0,8544,8544,8544,5
TX0071833,2026-02-28 02:08:09,C06718,0,1,8544,8544,3
TX0032544,2026-02-28 02:12:35,C02520,0,8545,8545,8545,6
TX0080215,2026-02-28 02:31:53,C09267,0,8545,1,8545,2
TX0015911,2026-02-28 02:33:43,C01708,0,8545,8545,8545,2
TX0031331,2026-02-28 02:36:32,C08254,0,8545,8545,8545,9
TX0024272,2026-02-28 02:37:00,C07943,0,8545,8545,8545,2
TX0008835,2026-02-28 02:42:55,C08432,0,8545,8545,1,4
TX0042044,2026-02-28 02:53:12,C06295,0,8545,8545,8545,2
TX0025914,2026-02-28 02:53:55,C00271,0,8545,8545,8545,3
TX0029240,2026-02-28 02:54:50,C06395,0,8545,1,8545,1
TX0062117,2026-02-28 02:55:54,C07973,0,8545,8545,1,2
TX0002017,2026-02-28 02:58:15,C02309,0,1,8545,8545,5
TX0059098,2026-02-28 03:02:51,C06881,0,8546,8546,8546,5
TX0079432,2026-02-28 03:06:50,C03153,0,8546,8546,8546,3
TX0084934,2026-02-28 03:09:00,C03114,0,8546,8546,8546,2
TX0008928,2026-02-28 03:27:39,C00545,0,8546,8546,8546,6
TX0052344,2026-02-28 03:27:49,C06404,0,8546,8546,8546,4
TX0041085,2026-02-28 03:31:30,C08439,1,8546,8546,8546,3
TX0027792,2026-02-28 03:34:51,C00998,0,8546,8546,8546,8
TX0056076,2026-02-28 03:56:14,C09473,0,8546,8546,8546,6
TX0053688,2026-02-28 03:56:32,C02788,0,8546,8546,8546,5
TX0095411,2026-02-28 03:58:03,C09479,0,8546,8546,8546,7
TX0058784,2026-02-28 03:58:12,C01778,0,8546,8546,8546,8
TX0087737,2026-02-28 04:02:11,C07358,0,8546,8546,8546,5
TX0018333,2026-02-28 04:05:13,C00207,0,8546,8546,8546,4
TX0041022,2026-02-28 04:13:40,C01900,0,8546,8546,1,1
TX0074693,2026-02-28 04:17:16,C04389,0,1,8546,8546,4
TX0084190,2026-02-28 04:21:48,C01158,0,8547,1,8547,2
TX0080932,2026-02-28 04:31:02,C08642,0,1,1,1,0
TX0028966,2026-02-28 04:32:55,C06847,1,8547,8547,8547,11
TX0013760,2026-02-28 04:34:15,C04446,0,1,1,8547,1
TX0020655,2026-02-28 04:41:26,C00330,0,8548,8548,8548,5
TX0022612,2026-02-28 04:42:14,C02605,0,1,8548,1,1
TX0045563,2026-02-28 04:46:19,C06180,0,8549,8549,8549,3
TX0072574,2026-02-28 04:48:34,C05948,0,8549,8549,8549,4
TX0085895,2026-02-28 04:49:28,C05680,0,8549,8549,8549,3
TX0092738,2026-02-28 04:52:13,C04652,0,8549,1,1,0
TX0095431,2026-02-28 04:52:40,C03173,0,8549,8549,8549,2
TX0055310,2026-02-28 04:54:10,C00761,1,8549,8549,8549,7
TX0004001,2026-02-28 04:57:32,C00857,0,8549,8549,8549,4
TX0033764,2026-02-28 05:00:42,C04893,0,8549,8549,8549,4
TX0032852,2026-02-28 05:03:21,C00499,0,1,8549,8549,5
TX0069743,2026-02-28 05:07:11,C07101,0,8550,8550,8550,3
TX0069583,2026-02-28 05:11:04,C04832,0,8550,8550,8550,3
TX0076079,2026-02-28 05:14:41,C03731,0,8550,8550,1,1
TX0043619,2026-02-28 05:18:46,C08416,0,8550,1,8550,1
TX0078067,2026-02-28 05:21:07,C09801,0,8550,8550,8550,3
TX0094198,2026-02-28 05:22:41,C09927,1,8550,8550,8550,3
TX0081893,2026-02-28 05:24:32,C07681,0,8550,8550,8550,3
TX0010723,2026-02-28 05:25:13,C07250,0,8550,8550,1,3
TX0033580,2026-02-28 05:30:32,C08510,1,8550,8550,8550,8
TX0035228,2026-02-28 05:31:03,C01072,0,8550,8550,8550,5
TX0001988,2026-02-28 05:32:58,C07069,0,8550,8550,8550,8
TX0002828,2026-02-28 05:33:26,C06771,0,8550,8550,8550,5
TX0011974,2026-02-28 05:38:25,C02930,0,8550,8550,8550,6
TX0056284,2026-02-28 05:40:58,C07061,0,8550,8550,1,1
TX0046330,2026-02-28 05:42:15,C00404,0,8550,8550,8550,7
TX0072166,2026-02-28 05:43:18,C07867,0,1,8550,8550,7
TX0007712,2026-02-28 05:44:13,C03718,0,1,8551,8551,5
TX0087272,2026-02-28 05:49:45,C01827,0,1,8552,8552,6
TX0056108,2026-02-28 05:50:27,C02089,0,8553,8553,8553,3
TX0083864,2026-02-28 05:51:35,C08718,0,8553,8553,8553,5
TX0035745,2026-02-28 05:59:08,C08609,0,8553,8553,8553,7
TX0059311,2026-02-28 06:04:12,C02547,0,8553,8553,1,5
TX0054185,2026-02-28 06:11:06,C03161,0,8553,8553,8553,5
TX0045501,2026-02-28 06:16:46,C08965,0,8553,8553,1,1
TX0041245,2026-02-28 06:19:09,C08664,0,8553,8553,8553,4
TX0019266,2026-02-28 06:23:28,C09074,0,8553,8553,8553,3
TX0055429,2026-02-28 06:24:35,C04315,0,8553,8553,8553,3
TX0044032,2026-02-28 06:27:14,C09749,0,8553,8553,8553,6
TX0015077,2026-02-28 06:29:49,C03471,0,8553,8553,8553,4
TX0045623,2026-02-28 06:33:13,C02336,0,8553,8553,8553,2
TX0081792,2026-02-28 06:39:45,C00938,0,8553,8553,1,3
TX0054764,2026-02-28 06:40:29,C02380,0,8553,8553,8553,3
TX0066267,2026-02-28 06:42:07,C07244,0,1,8553,8553,3
TX0003033,2026-02-28 06:43:51,C00364,0,8554,8554,8554,3
TX0022495,2026-02-28 06:46:33,C06825,0,8554,8554,1,1
TX0031002,2026-02-28 06:51:53,C01071,0,8554,8554,8554,3
TX0013164,2026-02-28 06:53:52,C04304,0,1,8554,1,4
TX0039424,2026-02-28 06:58:16,C01866,0,8555,1,8555,3
TX0005169,2026-02-28 07:01:46,C01112,0,8555,8555,8555,8
TX0026175,2026-02-28 07:07:39,C01261,0,8555,8555,8555,8
TX0070987,2026-02-28 07:08:20,C04975,0,8555,8555,8555,2
TX0042901,2026-02-28 07:15:40,C07273,0,8555,8555,8555,5
TX0083320,2026-02-28 07:31:55,C09691,0,8555,1,8555,1
TX0042770,2026-02-28 07:36:10,C05965,0,8555,8555,8555,5
TX0098405,2026-02-28 07:44:29,C09053,0,8555,8555,1,1
TX0021733,2026-02-28 07:49:51,C02440,0,8555,8555,1,3
TX0071644,2026-02-28 07:54:41,C09749,0,8555,8555,8555,5
TX0099289,2026-02-28 07:55:56,C06514,0,1,8555,8555,3
TX0052077,2026-02-28 08:08:42,C00491,0,8556,8556,8556,4
TX0027793,2026-02-28 08:19:28,C01277,0,8556,8556,8556,4
TX0040904,2026-02-28 08:23:37,C03505,0,8556,8556,8556,2
TX0076635,2026-02-28 08:25:35,C01305,0,1,8556,8556,3
TX0028364,2026-02-28 08:27:26,C09439,0,8557,8557,8557,7
TX0017942,2026-02-28 08:30:36,C07351,0,8557,8557,8557,3
TX0058606,2026-02-28 08:30:52,C00445,0,8557,8557,8557,3
TX0093523,2026-02-28 08:35:04,C01075,0,8557,8557,8557,3
TX0078965,2026-02-28 08:40:22,C02820,0,8557,8557,8557,5
TX0004902,2026-02-28 08:44:54,C01626,0,8557,8557,1,4
TX0028062,2026-02-28 08:50:08,C03414,0,1,8557,1,4
TX0022684,2026-02-28 08:50:31,C01299,0,8558,1,8558,3
TX0029026,2026-02-28 08:59:05,C02991,0,8558,1,8558,2
TX0078790,2026-02-28 09:05:01,C01496,0,2,2,1,1
TX0006748,2026-02-28 09:05:21,C03361,0,1,1,8558,2
TX0072810,2026-02-28 09:06:15,C01754,0,8559,8559,8559,4
TX0074192,2026-02-28 09:07:56,C03750,0,8559,8559,8559,3
TX0065364,2026-02-28 09:13:00,C07684,0,8559,1,8559,1
TX0061193,2026-02-28 09:14:27,C09585,0,8559,8559,1,3
TX0037403,2026-02-28 09:17:47,C09344,0,8559,8559,8559,3
TX0039798,2026-02-28 09:19:53,C02652,0,8559,8559,8559,5
TX0049330,2026-02-28 09:20:03,C00611,0,8559,8559,8559,4
TX0073636,2026-02-28 09:23:06,C00129,0,8559,8559,1,2
TX0056257,2026-02-28 09:25:16,C03909,0,1,8559,1,3
TX0087356,2026-02-28 09:25:30,C09758,0,8560,1,8560,2
TX0031968,2026-02-28 09:28:38,C04751,0,8560,8560,8560,9
TX0043744,2026-02-28 09:28:58,C01655,0,8560,8560,8560,2
TX0091581,2026-02-28 09:29:49,C06584,0,8560,8560,1,3
TX0038726,2026-02-28 09:35:47,C06960,0,8560,8560,8560,4
TX0076819,2026-02-28 09:36:56,C03888,0,8560,8560,8560,6
TX0057626,2026-02-28 09:40:07,C03404,0,2,2,1,1
TX0068264,2026-02-28 09:45:28,C03735,0,1,8560,8560,3
TX0061232,2026-02-28 09:45:41,C08010,0,8561,8561,8561,4
TX0027341,2026-02-28 09:51:26,C08255,0,8561,8561,8561,4
TX0050334,2026-02-28 09:51:35,C06223,0,8561,8561,8561,5
TX0062649,2026-02-28 09:55:29,C01208,0,8561,8561,8561,2
TX0000078,2026-02-28 09:56:30,C05258,0,8561,8561,1,1
TX0014759,2026-02-28 09:59:45,C00017,0,1,1,1,0
TX0091633,2026-02-28 10:02:22,C04880,0,8561,8561,1,2
TX0076289,2026-02-28 10:05:56,C07246,0,8561,1,8561,2
TX0064033,2026-02-28 10:09:43,C08760,0,8561,8561,8561,3
TX0034251,2026-02-28 10:16:25,C03315,0,2,2,1,1
TX0087163,2026-02-28 10:18:20,C02102,0,8561,8561,8561,7
TX0021735,2026-02-28 10:30:53,C03540,0,8561,8561,8561,4
TX0008901,2026-02-28 10:35:41,C00297,0,8561,8561,1,4
TX0038953,2026-02-28 10:46:11,C02290,0,8561,8561,8561,6
TX0051560,2026-02-28 10:48:38,C06040,1,1,8561,8561,5
TX0010631,2026-02-28 10:52:11,C03857,0,8562,8562,8562,3
TX0049775,2026-02-28 10:57:24,C03882,0,8562,8562,8562,6
TX0023671,2026-02-28 11:00:12,C03412,0,8562,8562,8562,6
TX0047147,2026-02-28 11:17:09,C05964,0,8562,8562,1,1
TX0085411,2026-02-28 11:18:01,C09940,0,8562,8562,1,4
TX0032502,2026-02-28 11:24:44,C00208,0,8562,8562,8562,5
TX0067203,2026-02-28 11:26:37,C01693,0,8562,8562,8562,3
TX0052655,2026-02-28 11:28:15,C08855,0,8562,8562,8562,3
TX0098394,2026-02-28 11:28:43,C07428,0,8562,8562,8562,4
TX0045072,2026-02-28 11:31:33,C03006,0,8562,8562,8562,2
TX0085618,2026-02-28 11:33:27,C05551,0,8562,8562,8562,2
TX0052128,2026-02-28 11:35:27,C08572,0,8562,8562,1,3
TX0065442,2026-02-28 11:35:57,C05101,0,8562,8562,8562,11
TX0061255,2026-02-28 11:37:19,C05666,0,8562,8562,8562,4
TX0046016,2026-02-28 11:41:04,C03946,0,8562,8562,8562,5
TX0000192,2026-02-28 11:42:03,C04494,0,8562,8562,8562,7
TX0074119,2026-02-28 11:50:04,C02158,0,8562,8562,8562,4
TX0022123,2026-02-28 11:58:02,C08202,0,8562,8562,8562,5
TX0088192,2026-02-28 12:01:22,C00743,0,8562,8562,8562,3
TX0005697,2026-02-28 12:01:32,C01264,0,8562,8562,8562,4
TX0056865,2026-02-28 12:03:09,C01249,0,8562,8562,8562,6
TX0034396,2026-02-28 12:04:24,C04786,0,8562,8562,8562,5
TX0011519,2026-02-28 12:10:55,C08707,0,1,8562,8562,9
TX0095426,2026-02-28 12:16:59,C06171,0,8563,8563,8563,4
TX0021637,2026-02-28 12:17:17,C04695,0,8563,8563,8563,4
TX0094748,2026-02-28 12:17:17,C00913,0,8563,8563,8563,5
TX0039744,2026-02-28 12:17:25,C08842,0,8563,8563,8563,6
TX0055820,2026-02-28 12:17:52,C05972,0,8563,8563,1,3
TX0095490,2026-02-28 12:22:39,C01104,0,8563,8563,8563,6
TX0050038,2026-02-28 12:29:46,C09467,0,8563,8563,8563,3
TX0063322,2026-02-28 12:31:43,C00269,0,8563,1,8563,2
TX0087339,2026-02-28 12:34:36,C09267,0,8563,8563,8563,5
TX0040887,2026-02-28 12:41:23,C07389,0,8563,8563,1,1
TX0062545,2026-02-28 12:43:03,C01662,0,8563,1,8563,1
TX0031503,2026-02-28 12:44:30,C09741,0,8563,8563,8563,4
TX0045987,2026-02-28 12:45:45,C01997,0,8563,8563,8563,3
TX0092016,2026-02-28 12:46:54,C01332,0,8563,8563,8563,5
TX0020628,2026-02-28 12:47:06,C03900,0,8563,8563,1,2
TX0038936,2026-02-28 12:47:08,C00284,0,8563,8563,8563,4
TX0096517,2026-02-28 12:53:15,C05896,0,8563,8563,8563,5
TX0086840,2026-02-28 13:00:52,C01345,0,1,8563,8563,10
TX0049398,2026-02-28 13:01:38,C02490,0,1,1,1,0
TX0065152,2026-02-28 13:03:06,C07066,0,8564,8564,8564,3
TX0081309,2026-02-28 13:04:56,C05133,0,8564,8564,1,4
TX0002839,2026-02-28 13:09:40,C02806,0,8565,8565,8565,2
TX0022810,2026-02-28 13:12:43,C07014,0,8565,8565,1,7
TX0040636,2026-02-28 13:16:47,C07491,0,8565,8565,8565,7
TX0015035,2026-02-28 13:19:49,C02672,0,8565,8565,8565,5
TX0012120,2026-02-28 13:22:08,C02706,0,8565,8565,1,4
TX0089737,2026-02-28 13:39:28,C05855,0,8565,8565,1,1
TX0057581,2026-02-28 13:43:33,C08555,0,8565,8565,8565,6
TX0083603,2026-02-28 13:44:44,C00682,0,8565,1,1,0
TX0011479,2026-02-28 13:44:57,C07160,0,1,1,1,0
TX0049428,2026-02-28 13:48:17,C06710,0,8565,8565,8565,3
TX0045410,2026-02-28 13:49:34,C08197,0,8565,8565,8565,2
TX0053972,2026-02-28 13:53:36,C01990,0,8565,8565,8565,4
TX0027100,2026-02-28 13:58:19,C07989,0,8565,8565,8565,5
TX0020821,2026-02-28 14:04:36,C08717,0,8565,8565,1,4
TX0007370,2026-02-28 14:10:33,C00305,0,8565,8565,8565,8
TX0078377,2026-02-28 14:11:47,C04386,0,1,8565,1,4
TX0070384,2026-02-28 14:20:14,C00472,0,8566,8566,8566,4
TX0006700,2026-02-28 14:22:19,C06053,0,8566,8566,8566,5
TX0093747,2026-02-28 14:23:09,C05980,0,8566,8566,8566,3
TX0082666,2026-02-28 14:28:22,C03320,0,8566,8566,8566,4
TX0043000,2026-02-28 14:28:23,C02929,0,8566,8566,1,2
TX0095774,2026-02-28 14:31:09,C03723,0,8566,8566,8566,3
TX0093661,2026-02-28 14:31:37,C06464,0,8566,8566,8566,3
TX0024899,2026-02-28 14:31:48,C08624,0,8566,8566,8566,9
TX0047899,2026-02-28 14:34:45,C08173,0,8566,8566,8566,4
TX0082364,2026-02-28 14:35:18,C04422,0,8566,8566,1,2
TX0075078,2026-02-28 14:44:28,C02570,0,8566,8566,8566,11
TX0061086,2026-02-28 14:45:13,C07501,0,8566,8566,8566,5
TX0053955,2026-02-28 14:54:42,C00432,0,8566,1,8566,3
TX0044907,2026-02-28 14:58:03,C02320,0,8566,8566,8566,4
TX0016884,2026-02-28 15:03:15,C02911,0,8566,8566,8566,3
TX0080128,2026-02-28 15:09:09,C09220,0,8566,8566,8566,3
TX0053358,2026-02-28 15:14:23,C04334,0,8566,8566,8566,5
TX0062504,2026-02-28 15:14:50,C07030,1,8566,8566,8566,5
TX0071480,2026-02-28 15:20:57,C09396,0,1,8566,8566,6
TX0022195,2026-02-28 15:22:58,C04302,0,8567,8567,1,1
TX0029093,2026-02-28 15:34:13,C09218,0,8567,8567,8567,6
TX0033811,2026-02-28 15:36:27,C03339,0,8567,8567,1,4
TX0014467,2026-02-28 15:52:59,C03103,0,8567,8567,8567,4
TX0037980,2026-02-28 15:56:01,C07212,0,8567,8567,8567,2
TX0022490,2026-02-28 15:57:47,C01214,0,8567,8567,8567,5
TX0022656,2026-02-28 16:08:32,C06789,0,8567,8567,8567,4
TX0017002,2026-02-28 16:12:30,C07021,0,8567,8567,8567,6
TX0014696,2026-02-28 16:29:52,C05814,0,8567,8567,8567,4
TX0063757,2026-02-28 16:34:46,C06035,0,8567,8567,8567,7
TX0087315,2026-02-28 16:34:55,C08099,0,1,8567,8567,4
TX0067447,2026-02-28 16:38:51,C02221,0,8568,8568,8568,7
TX0067431,2026-02-28 16:39:09,C04521,0,8568,8568,1,4
TX0031881,2026-02-28 16:40:01,C04393,0,8568,8568,8568,8
TX0025632,2026-02-28 16:42:02,C02222,0,8568,8568,1,1
TX0030090,2026-02-28 16:51:27,C08336,0,8568,8568,8568,4
TX0069256,2026-02-28 16:54:39,C08968,0,8568,8568,8568,6
TX0022282,2026-02-28 16:57:17,C03685,0,8568,8568,8568,2
TX0037898,2026-02-28 16:58:48,C00587,0,8568,8568,1,1
TX0002692,2026-02-28 17:00:06,C07602,0,8568,8568,8568,2
TX0059406,2026-02-28 17:01:43,C00984,0,8568,1,8568,4
TX0018042,2026-02-28 17:02:34,C07779,0,8568,8568,8568,3
TX0064480,2026-02-28 17:06:00,C07680,0,8568,8568,1,1
TX0045726,2026-02-28 17:06:05,C02643,0,1,1,8568,2
TX0073632,2026-02-28 17:09:12,C05698,0,8569,8569,1,3
TX0054688,2026-02-28 17:11:30,C08303,0,8570,8570,8570,5
TX0076065,2026-02-28 17:12:28,C06894,0,8570,8570,1,1
TX0091873,2026-02-28 17:17:17,C07697,0,8570,8570,8570,9
TX0031031,2026-02-28 17:22:48,C06494,0,8570,8570,8570,4
TX0081465,2026-02-28 17:28:28,C09364,0,8570,8570,8570,5
TX0069802,2026-02-28 17:31:19,C02609,0,8570,1,8570,3
TX0029107,2026-02-28 17:35:08,C02803,0,8570,8570,8570,4
TX0088132,2026-02-28 17:40:22,C01418,0,8570,8570,8570,5
TX0026179,2026-02-28 17:41:59,C01081,1,8570,8570,8570,3
TX0044347,2026-02-28 17:45:30,C09004,0,8570,8570,8570,3
TX0015861,2026-02-28 17:45:45,C00603,0,1,8570,1,4
TX0004333,2026-02-28 17:49:23,C09006,0,8571,8571,8571,4
TX0032701,2026-02-28 17:52:01,C07967,0,8571,8571,8571,3
TX0053810,2026-02-28 17:55:44,C03102,0,8571,8571,8571,2
TX0094435,2026-02-28 18:03:40,C07973,0,8571,8571,1,1
