amount,seconds_since_customer_transaction,customer_transactions_before,customer_amount_sum_before,customer_avg_amount_before,amount_vs_customer_history,amount_difference_from_history,customer_txn_count_1h_before,customer_txn_count_24h_before,device_transactions_before,device_customer_count_before,is_seen_device_before,ip_transactions_before,ip_customer_count_before,is_seen_ip_before,merchant_transactions_before,merchant_customers_before,is_new_location,location_changed_from_previous,hour_of_day,day_of_week,is_weekend,is_late_night,amount_log,is_high_value,is_very_high_value,device_ip_transactions_before,device_other_customers_before,ip_other_customers_before,network_connections_before,payment_method_card,payment_method_netbanking,payment_method_upi,payment_method_wallet,location_Ahmedabad,location_Bengaluru,location_Chennai,location_Delhi,location_Hyderabad,location_Kolkata,location_Mumbai,location_Pune,location_Vijayawada,location_Visakhapatnam
2147.96,272123.0,6,18452.28,3075.3799999999997,0.698437266289044,-927.4199999999996,5,6,5,5,1,6,1,1,47,196,0,0,13,4,0,0,7.672739283160765,0,0,3,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
755.49,1524705.0,1,930.59,930.59,0.8118398005566361,-175.10000000000002,1,1,6,4,1,2,4,1,48,204,0,0,13,4,0,0,6.628689314370388,0,0,0,3,1,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3265.07,1866827.0,6,10431.009999999998,1738.5016666666663,1.8780942593286754,1526.5683333333338,4,6,9,2,1,8,2,1,52,211,0,0,13,4,0,0,8.091342706246227,0,0,6,1,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4713.0,3910233.0,2,7264.08,3632.04,1.2976178676446295,1080.96,0,2,2,1,1,3,3,1,50,205,0,0,13,4,0,0,8.458292083496076,0,0,0,0,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1255.08,798206.0,6,8099.14,1349.8566666666668,0.92978760707927,-94.77666666666687,4,6,5,2,1,13,6,1,63,205,0,0,13,4,0,0,7.135751039267266,0,0,4,1,5,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1
10044.79,4269664.0,1,5941.16,5941.16,1.6907119148449126,4103.630000000001,0,1,1,4,1,3,3,1,43,186,0,0,13,4,0,0,9.214908920249176,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3164.86,71140.0,1,2668.87,2668.87,1.1858426974712144,495.99000000000024,1,1,4,4,1,2,3,1,60,202,0,0,13,4,0,0,8.060180019627477,0,0,0,2,2,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4646.8,449716.0,4,25317.91,6329.4775,0.7341522266253415,-1682.6774999999998,2,4,4,4,1,6,4,1,69,204,0,0,13,4,0,0,8.444149268346065,0,0,2,2,2,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1248.06,199744.0,4,7372.6900000000005,1843.1725000000001,0.6771259879365604,-595.1125000000002,2,4,6,3,1,8,3,1,56,210,0,0,13,4,0,0,7.130146547402513,0,0,4,2,2,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0
581.6,128322.0,8,13835.14,1729.3925,0.33630306596102394,-1147.7925,6,8,11,2,1,13,4,1,44,186,0,0,13,4,0,0,6.367500844525334,0,0,8,1,2,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0
483.95,369412.0,7,3581.48,511.64,0.9458799155656321,-27.689999999999998,5,7,16,6,1,7,3,1,50,203,0,0,13,4,0,0,6.184045792839552,0,0,4,4,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2859.59,999999.0,0,0.0,3652.72,0.7828659190959067,-793.1299999999997,0,0,12,5,1,4,3,1,52,185,0,0,13,4,0,0,7.958783176244571,0,0,0,4,2,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3989.95,243067.0,4,9778.73,2444.6825,1.6320933290928372,1545.2675,4,4,9,4,1,7,6,1,53,196,0,0,13,4,0,0,8.291784576781831,0,0,3,3,3,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3618.64,202833.0,4,17544.760000000002,4386.1900000000005,0.8250075806109629,-767.5500000000006,4,4,4,1,1,7,3,1,49,181,0,0,13,4,0,0,8.194129852360772,0,0,4,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1073.66,3131279.0,3,3177.81,1059.27,1.0135848272867165,14.3900000000001,2,3,4,3,1,12,6,1,53,178,0,0,13,4,0,0,6.979759611465222,0,0,3,1,4,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3513.08,226744.0,3,8684.58,2894.86,1.2135578231762503,618.2199999999998,3,3,4,3,1,5,3,1,52,198,0,0,13,4,0,0,8.164533034566443,0,0,2,1,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4366.88,2317057.0,3,34050.29,11350.096666666666,0.38474385974392583,-6983.216666666666,1,3,4,4,1,5,5,1,44,172,0,0,13,4,0,0,8.382033044519892,0,0,2,1,2,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0
997.82,1591667.0,5,14358.43,2871.686,0.34746835134481974,-1873.866,4,5,8,5,1,13,4,1,46,199,0,0,13,4,0,0,6.906574582233975,0,0,5,2,3,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1233.02,999999.0,0,0.0,1507.77,0.8177772471928743,-274.75,0,0,4,3,1,7,3,1,56,207,0,0,13,4,0,0,7.118032411789423,0,0,0,2,2,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1732.88,874841.0,5,8298.89,1659.7779999999998,1.0440432395175743,73.10200000000032,4,5,19,7,1,5,1,1,36,187,0,0,13,4,0,0,7.45811695079352,0,0,5,5,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0
575.82,1031975.0,5,8092.610000000001,1618.5220000000002,0.3557690287805788,-1042.7020000000002,4,5,9,6,1,5,1,1,61,218,0,0,13,4,0,0,6.357530259433409,0,0,5,2,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0
545.23,4267720.0,1,1617.62,1617.62,0.3370569107701438,-1072.3899999999999,0,1,2,3,1,1,2,1,36,166,0,0,13,4,0,0,6.303040132467206,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
547.56,454776.0,4,5570.92,1392.73,0.39315588807593715,-845.1700000000001,4,4,9,3,1,2,2,1,41,184,0,0,13,4,0,0,6.307296662976109,0,0,2,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4575.73,2645329.0,3,5240.5199999999995,1746.84,2.6194328043781914,2828.8899999999994,2,3,4,2,1,8,4,1,42,175,0,0,14,4,0,0,8.428740048308429,0,0,3,1,3,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1733.26,427897.0,5,14018.2,2803.6400000000003,0.6182177455022755,-1070.3800000000003,4,5,11,4,1,6,4,1,49,204,0,0,14,4,0,0,7.458336088430133,0,0,2,3,2,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1604.76,3149773.0,1,1183.7,1183.7,1.3557151305229365,421.05999999999995,1,1,4,4,1,3,2,1,60,218,0,0,14,4,0,0,7.3813524437380025,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0
812.93,3544150.0,2,2469.87,1234.935,0.6582775611671869,-422.005,1,2,17,8,1,3,3,1,60,214,0,0,14,4,0,0,6.701874367218756,0,0,2,5,1,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0
505.25,1050665.0,2,431.94000000000005,215.97000000000003,2.3394452933277767,289.28,2,2,7,5,1,6,3,1,57,196,0,0,14,4,0,0,6.2270306184207485,0,0,2,4,2,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0
568.48,1169088.0,2,3990.39,1995.195,0.2849245311861748,-1426.715,2,2,3,3,1,4,4,1,55,213,0,0,14,4,0,0,6.344723663745545,0,0,1,1,2,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0
559.3,897222.0,1,586.34,586.34,0.9538834123546064,-27.040000000000077,1,1,3,3,1,2,3,1,53,213,0,0,14,4,0,0,6.328472354571239,0,0,1,2,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1966.51,1684449.0,2,4974.04,2487.02,0.7907093630127623,-520.51,2,2,7,6,1,4,2,1,45,186,0,0,14,4,0,0,7.584524062870764,0,0,1,3,1,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0
10779.09,2147496.0,1,7084.19,7084.19,1.5215698619037605,3694.9000000000005,1,1,3,4,1,10,19,1,40,190,0,0,14,4,0,0,9.2854561932222,1,0,1,2,4,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2232.42,469114.0,3,7064.64,2354.88,0.9479973501834488,-122.46000000000004,2,3,5,4,1,1,1,1,46,202,0,0,14,4,0,0,7.711289321928165,0,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2128.28,975523.0,5,11144.06,2228.812,0.9548943562758996,-100.5319999999997,5,5,9,3,1,1,1,1,64,205,0,0,14,4,0,0,7.663539173390057,0,0,1,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3497.12,1421658.0,6,15904.98,2650.83,1.3192547239921082,846.29,2,6,15,4,1,13,5,1,54,196,0,0,14,4,0,0,8.159980960307458,0,0,1,3,4,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0
175.83,2211089.0,5,7105.92,1421.184,0.12372078492299379,-1245.354,4,5,5,1,1,7,4,1,45,196,0,0,14,4,0,0,5.175188819066886,0,0,2,0,3,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0
629.04,96796.0,2,2200.55,1100.275,0.5717116175501579,-471.2350000000001,1,2,3,4,1,7,4,1,44,193,0,0,14,4,0,0,6.445783309433534,0,0,2,1,2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2630.43,71841.0,3,8684.39,2894.7966666666666,0.9086752207121053,-264.3666666666668,3,3,5,2,1,2,1,1,49,183,0,0,14,4,0,0,7.875282703642002,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1579.77,2705056.0,2,2775.37,1387.685,1.138421183481842,192.08500000000004,2,2,14,6,1,6,3,1,41,184,0,0,14,4,0,0,7.365667349080731,0,0,1,5,2,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0
734.65,690823.0,4,3878.35,969.5875,0.7576933489757242,-234.9375,4,4,13,5,1,6,3,1,43,186,0,0,14,4,0,0,6.600754462143956,0,0,3,4,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2054.93,4525705.0,1,9204.81,9204.81,0.22324523808747818,-7149.879999999999,0,1,9,7,1,2,2,1,47,188,0,0,15,4,0,0,7.628483579302847,0,0,0,4,1,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3782.31,1594017.0,3,16827.68,5609.2266666666665,0.6743015079915948,-1826.9166666666665,2,3,5,2,1,4,4,1,55,189,0,0,15,4,0,0,8.23835456682154,0,0,2,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2563.28,1104112.0,7,22170.11,3167.1585714285716,0.8093311219475231,-603.8785714285714,5,7,13,4,1,7,2,1,59,225,0,0,15,4,0,0,7.849433016446373,0,0,7,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0
3219.04,2484210.0,1,2767.55,2767.55,1.1631370706942963,451.4899999999998,1,1,2,3,1,0,3,0,53,186,0,0,15,4,0,0,8.077149060821545,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1825.4,1953881.0,3,6490.57,2163.523333333333,0.8437163454057195,-338.123333333333,3,3,1,2,1,4,2,1,36,189,0,0,15,4,0,0,7.5101020952155855,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1285.27,1510332.0,5,9924.56,1984.9119999999998,0.6475198900505413,-699.6419999999998,2,5,7,3,1,5,1,1,55,202,0,0,15,4,0,0,7.159501836104147,0,0,3,2,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0
815.34,459349.0,3,3675.17,1225.0566666666666,0.6655528859889475,-409.7166666666666,2,3,16,6,1,2,1,1,56,213,0,0,15,4,0,0,6.704830934849324,0,0,2,5,0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1992.83,999999.0,0,0.0,2297.53,0.8673793160481037,-304.7000000000003,0,0,1,2,1,3,5,1,56,216,0,0,15,4,0,0,7.597812691120002,0,0,0,1,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0
997.23,4826579.0,1,1235.62,1235.62,0.8070685162104855,-238.38999999999987,0,1,3,3,1,9,6,1,53,198,0,0,15,4,0,0,6.9059837106812685,0,0,0,2,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1602.2,1210060.0,2,4857.290000000001,2428.6450000000004,0.6597094264497281,-826.4450000000004,1,2,3,2,1,7,4,1,55,197,0,0,15,4,0,0,7.379756910890546,0,0,1,1,2,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3338.17,483198.0,1,6034.38,6034.38,0.5531918772102519,-2696.21,1,1,1,3,1,3,2,1,44,209,0,0,15,4,0,0,8.113477552094748,0,0,0,1,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
4108.2,797831.0,6,37300.23,6216.705000000001,0.6608323862882346,-2108.505000000001,4,6,6,4,1,10,3,1,45,199,0,0,16,4,0,0,8.320983641342108,0,0,4,1,2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1136.76,663289.0,5,22395.829999999998,4479.165999999999,0.2537883168429123,-3342.405999999999,3,5,2,3,1,3,4,1,40,189,0,0,16,4,0,0,7.036816696135208,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2476.85,558681.0,1,2791.39,2791.39,0.8873177879121155,-314.53999999999996,1,1,11,4,1,1,2,1,50,181,0,0,16,4,0,0,7.815146527669259,0,0,1,3,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1389.61,374340.0,7,14589.43,2084.2042857142856,0.666734067060879,-694.5942857142857,5,7,3,3,1,2,3,1,59,209,0,0,16,4,0,0,7.237497778779576,0,0,0,1,2,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0
431.45,51300.0,4,3645.5699999999997,911.3924999999999,0.47339647846564464,-479.94249999999994,4,4,6,4,1,1,2,1,48,195,0,0,16,4,0,0,6.069466712752521,0,0,1,3,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0
10134.37,788023.0,2,14253.0,7126.5,1.4220683364905635,3007.870000000001,2,2,2,4,1,4,3,1,44,199,0,0,16,4,0,0,9.223786565373159,1,0,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1706.4,999999.0,0,0.0,2109.5,0.8089120644702537,-403.0999999999999,0,0,3,3,1,9,9,1,54,194,0,0,16,4,0,0,7.4427270245762065,0,0,0,2,7,9,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3514.59,1009902.0,6,4827.86,804.6433333333333,4.36788556420443,2709.9466666666667,3,6,10,4,1,5,2,1,58,212,0,0,16,4,0,0,8.164962642221774,0,0,0,3,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0
756.04,1935775.0,2,4247.07,2123.535,0.35602897997913857,-1367.495,1,2,4,4,1,5,6,1,60,209,0,0,16,4,0,0,6.629416092199977,0,0,1,1,3,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1009.16,1007139.0,4,7421.8099999999995,1855.4524999999999,0.5438888896374334,-846.2924999999999,4,4,5,4,1,4,2,1,42,177,0,0,16,4,0,0,6.9178640131304245,0,0,3,1,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0
5996.02,1255645.0,5,10862.76,2172.552,2.7598971163866275,3823.4680000000003,4,5,3,3,1,5,2,1,50,195,0,0,16,4,0,0,8.699017958163783,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3270.15,3130092.0,3,5487.889999999999,1829.2966666666664,1.787654271495967,1440.8533333333337,1,3,7,2,1,4,2,1,46,186,0,0,17,4,0,0,8.092896884022881,0,0,3,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3366.5,395561.0,1,2986.27,2986.27,1.1273260622783607,380.23,1,1,2,2,1,10,4,1,39,199,0,0,17,4,0,0,8.121925908284519,0,0,0,1,2,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6413.79,864524.0,3,8834.2,2944.7333333333336,2.1780546059631885,3469.0566666666664,2,3,5,4,1,5,3,1,46,191,0,0,17,4,0,0,8.766361540738384,0,0,2,2,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2178.11,2243652.0,3,4330.8,1443.6000000000001,1.5088043779440288,734.51,2,3,10,6,1,5,3,1,42,183,0,0,17,4,0,0,7.686671815542872,0,0,3,4,1,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2362.34,409397.0,3,6852.76,2284.2533333333336,1.0341847664298764,78.08666666666659,2,3,2,3,1,3,4,1,47,171,0,0,17,4,0,0,7.767831151728556,0,0,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1143.68,682382.0,6,9388.189999999999,1564.698333333333,0.7309268346720722,-421.018333333333,3,6,5,2,1,2,2,1,49,204,0,0,17,4,0,0,7.042880400945117,0,0,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1517.56,352423.0,2,2472.2799999999997,1236.1399999999999,1.2276602973773199,281.4200000000001,2,2,2,1,1,4,5,1,29,169,0,0,17,4,0,0,7.325517796382182,0,0,1,0,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2178.25,904292.0,2,13039.36,6519.68,0.3341038210464317,-4341.43,2,2,8,5,1,4,5,1,48,200,0,0,17,4,0,0,7.686736059891685,0,0,0,4,3,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1603.57,588969.0,1,3375.39,3375.39,0.4750769540704926,-1771.82,1,1,8,3,1,5,3,1,47,199,0,0,17,4,0,0,7.380611086896493,0,0,0,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2539.79,1481298.0,5,20004.97,4000.994,0.6347897547459456,-1461.2040000000002,3,5,8,3,1,4,3,1,48,205,0,0,17,4,0,0,7.840230335276809,0,0,1,2,2,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1342.73,3370732.0,2,6276.200000000001,3138.1000000000004,0.42787992734457153,-1795.3700000000003,1,2,1,2,1,7,3,1,70,204,0,0,17,4,0,0,7.203204608044279,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
6800.29,228073.0,2,15641.25,7820.625,0.8695328058818829,-1020.335,1,2,0,1,0,8,17,1,54,198,0,0,17,4,0,0,8.824867579054665,0,0,0,0,7,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3184.65,375890.0,5,33266.38,6653.276,0.4786589343355063,-3468.6259999999997,4,5,13,6,1,8,3,1,58,200,0,0,17,4,0,0,8.066411628817093,0,0,4,5,2,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2682.7,1223764.0,3,10203.63,3401.2099999999996,0.7887487100179055,-718.5099999999998,2,3,4,6,1,4,4,1,57,207,0,0,17,4,0,0,7.894951718372023,0,0,0,3,1,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0
568.68,966242.0,7,5962.5599999999995,851.7942857142856,0.6676259861535985,-283.11428571428564,4,7,8,2,1,5,3,1,51,183,0,0,17,4,0,0,6.34507479967387,0,0,4,1,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1133.32,515033.0,5,8282.63,1656.5259999999998,0.684154670678275,-523.2059999999999,4,5,12,4,1,6,3,1,54,185,0,0,18,4,0,0,7.033788631429302,0,0,5,3,1,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1323.32,999999.0,0,0.0,1656.39,0.7989181291845519,-333.07000000000016,0,0,0,2,0,6,6,1,55,198,0,0,18,4,0,0,7.188654399137086,0,0,0,0,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5567.06,999999.0,0,0.0,5341.59,1.0422102782130416,225.47000000000025,0,0,3,4,1,5,3,1,55,217,0,0,18,4,0,0,8.624801977818265,0,0,0,2,2,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1702.9,263777.0,2,4321.12,2160.56,0.7881752878883254,-457.65999999999985,2,2,14,4,1,2,1,1,55,196,0,0,18,4,0,0,7.440675020221193,0,0,2,3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0
637.5,526432.0,4,8144.870000000001,2036.2175000000002,0.3130805034334495,-1398.7175000000002,3,4,10,5,1,9,5,1,61,197,0,0,18,4,0,0,6.459121675472594,0,0,4,3,3,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2060.04,1203631.0,7,14905.61,2129.3728571428574,0.9674397760306354,-69.33285714285739,5,7,7,1,1,3,3,1,60,226,0,0,18,4,0,0,7.630965988756468,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
448.7,1846387.0,4,2110.29,527.5725,0.8504992204862839,-78.8725,3,4,4,4,1,5,4,1,50,190,0,0,18,4,0,0,6.108580693776662,0,0,1,1,2,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0
4804.2,1737861.0,5,18984.32,3796.864,1.2653073694501566,1007.3359999999998,4,5,5,1,1,5,1,1,48,199,0,0,18,4,0,0,8.47745394384722,0,0,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7356.76,981635.0,6,29633.649999999998,4938.941666666667,1.489541787798668,2417.8183333333336,4,6,3,4,1,9,3,1,49,195,0,0,18,4,0,0,8.903510817573636,0,0,3,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
10521.0,2749797.0,2,19675.71,9837.855,1.0694404420475805,683.1450000000004,2,2,9,4,1,2,2,1,37,198,0,0,18,4,0,0,9.261223582290752,1,0,1,3,1,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2168.18,2801004.0,1,4312.61,4312.61,0.5027535529528522,-2144.43,1,1,5,9,1,4,3,1,50,210,0,0,18,4,0,0,7.682104494935465,0,0,1,3,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1
36651.68,3601625.0,1,9697.27,9697.27,3.7795874509011296,26954.41,0,1,5,3,1,2,3,1,54,186,0,0,18,4,0,0,10.509241828788698,1,1,1,2,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1113.64,999999.0,0,0.0,1528.49,0.7285883453604538,-414.8499999999999,0,0,8,6,1,2,2,1,41,192,0,0,18,4,0,0,7.016286761805336,0,0,0,5,1,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3355.6,1571907.0,6,32000.0,5333.333333333333,0.629175,-1977.7333333333331,3,6,16,5,1,4,2,1,47,208,0,0,18,4,0,0,8.118683835874078,0,0,3,3,1,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2662.02,615681.0,5,8397.71,1679.542,1.5849678066996837,982.4780000000001,3,5,6,3,1,5,4,1,61,209,0,0,18,4,0,0,7.887216096112429,0,0,1,1,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2309.05,1633217.0,2,9236.08,4618.04,0.5000064962624837,-2308.99,2,2,3,3,1,4,3,1,57,216,0,0,18,4,0,0,7.745024448303234,0,0,2,1,2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1304.4,398030.0,2,1723.17,861.585,1.5139539337384007,442.81500000000005,1,2,4,6,1,2,1,1,43,191,0,0,18,4,0,0,7.1742647862011175,0,0,0,3,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1799.04,446.0,6,11059.73,1843.2883333333332,0.9759948931845533,-44.24833333333322,4,6,11,6,1,6,4,1,49,175,0,0,18,4,0,0,7.495564165859569,0,0,2,4,2,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0
362.43,2175845.0,1,391.1,391.1,0.9266939401687547,-28.670000000000016,1,1,1,3,1,5,4,1,55,211,0,0,18,4,0,0,5.8955867062145835,0,0,1,0,3,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2653.35,2054404.0,4,7361.37,1840.3425,1.4417696705912078,813.0074999999999,3,4,7,5,1,11,4,1,46,201,0,0,18,4,0,0,7.883955082610185,0,0,2,3,2,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0
6607.77,555595.0,1,5621.39,5621.39,1.1754690565856487,986.3800000000001,1,1,6,3,1,1,1,1,50,183,0,0,18,4,0,0,8.796152833835983,0,0,1,2,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1302.84,2936952.0,2,2290.34,1145.17,1.1376826148082817,157.66999999999985,1,2,7,4,1,13,4,1,52,201,0,0,18,4,0,0,7.17306903557191,0,0,2,3,3,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7641.44,454298.0,6,39086.42,6514.403333333333,1.1730068908843532,1127.0366666666669,4,6,11,5,1,12,4,1,48,187,0,0,18,4,0,0,8.941472202900021,0,0,6,3,3,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2044.82,634205.0,3,8035.919999999999,2678.64,0.7633799241406087,-633.8199999999999,3,3,11,6,1,7,4,1,45,199,0,0,18,4,0,0,7.623553966101819,0,0,2,4,3,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1257.3,1315077.0,2,4335.469999999999,2167.7349999999997,0.5800063199606964,-910.4349999999997,1,2,1,1,1,5,2,1,41,189,0,0,19,4,0,0,7.1375168825979225,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2425.41,1103.0,5,10014.72,2002.944,1.210922522047546,422.4659999999999,4,5,8,5,1,12,4,1,54,198,0,0,19,4,0,0,7.794168077697893,0,0,3,3,2,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2471.45,2125816.0,4,12673.91,3168.4775,0.7800118511177686,-697.0275000000001,2,4,13,4,1,5,3,1,43,183,0,0,19,4,0,0,7.812964840845474,0,0,4,3,1,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0
710.79,4930143.0,1,2799.47,2799.47,0.25390163138022553,-2088.68,0,1,6,7,1,1,1,1,61,214,0,0,19,4,0,0,6.567782924087268,0,0,1,3,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1446.89,97835.0,2,1823.29,911.645,1.5871199863982144,535.2450000000001,2,2,5,2,1,3,2,1,45,208,1,1,19,4,0,0,7.277862603209206,0,0,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1617.51,999999.0,0,0.0,3521.95,0.4592654637345789,-1904.4399999999998,0,0,4,3,1,2,4,1,56,189,0,0,19,4,0,0,7.389261251907607,0,0,0,2,2,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2105.57,999999.0,0,0.0,2029.41,1.0375281485752017,76.16000000000008,0,0,3,3,1,2,11,1,50,198,0,0,19,4,0,0,7.652816311344046,0,0,0,2,2,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0
623.3,208099.0,3,2101.59,700.5300000000001,0.8897548998615332,-77.23000000000013,3,3,6,4,1,4,3,1,42,192,0,0,19,4,0,0,6.436631022067698,0,0,3,2,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1305.99,2165174.0,4,8059.33,2014.8325,0.6481878766597223,-708.8425,3,4,6,5,1,7,4,1,59,209,0,0,19,4,0,0,7.175482062485541,0,0,1,3,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3926.3,2800803.0,1,2958.94,2958.94,1.326927886337675,967.3600000000001,1,1,4,3,1,11,4,1,46,185,0,0,19,4,0,0,8.275707445854163,0,0,0,2,3,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1178.81,999999.0,0,0.0,1165.75,1.011203088140682,13.059999999999945,0,0,0,1,0,8,4,1,42,179,0,0,19,4,0,0,7.073108687545937,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0
