customer_id,account_age_days,avg_transaction_amount,usual_location,transaction_frequency
C01527,375,6127.38,Visakhapatnam,low
C01528,1032,4908.14,Bengaluru,low
C01529,1288,1310.01,Kolkata,high
C01530,909,869.39,Kolkata,medium
C01531,1007,1972.62,Kolkata,low
C01532,107,570.24,Vijayawada,low
C01533,794,2220.75,Hyderabad,medium
C01534,1117,1635.33,Delhi,low
C01535,1415,1329.58,Hyderabad,high
C01536,539,638.41,Delhi,high
C01537,735,2513.38,Chennai,low
C01538,240,1273.2,Kolkata,high
C01539,1235,841.42,Chennai,low
C01540,163,278.26,Hyderabad,medium
C01541,625,1768.09,Ahmedabad,high
C01542,1095,5695.92,Visakhapatnam,high
C01543,721,5299.46,Kolkata,high
C01544,304,1337.33,Pune,medium
C01545,765,1216.95,Delhi,low
C01546,856,2441.2,Hyderabad,low
C01547,489,940.67,Mumbai,low
C01548,74,2190.11,Visakhapatnam,high
C01549,376,2961.63,Bengaluru,medium
C01550,1486,3996.0,Hyderabad,medium
C01551,1341,1686.55,Chennai,high
C01552,1306,1576.8,Hyderabad,high
C01553,128,1017.24,Bengaluru,high
C01554,70,1051.6,Hyderabad,high
C01555,267,1553.6,Kolkata,medium
C01556,808,2285.48,Bengaluru,high
C01557,547,3259.64,Ahmedabad,high
C01558,343,1067.93,Delhi,high
C01559,1434,4749.48,Hyderabad,medium
C01560,891,1509.16,Bengaluru,high
C01561,1095,1775.17,Chennai,high
C01562,1270,1107.49,Mumbai,medium
C01563,244,372.33,Vijayawada,high
C01564,1295,3197.65,Bengaluru,medium
C01565,263,2905.88,Bengaluru,medium
C01566,436,1499.19,Visakhapatnam,low
C01567,568,1880.11,Vijayawada,low
C01568,763,2517.2,Kolkata,medium
C01569,358,651.9,Hyderabad,high
C01570,1046,1276.22,Delhi,high
C01571,1014,3016.38,Pune,low
C01572,35,796.52,Hyderabad,high
C01573,212,2178.42,Bengaluru,high
C01574,1400,745.28,Ahmedabad,low
C01575,214,2437.48,Vijayawada,low
C01576,237,1758.78,Chennai,high
C01577,503,629.99,Ahmedabad,medium
C01578,570,3837.68,Ahmedabad,low
C01579,234,1116.62,Mumbai,low
C01580,625,1063.03,Pune,high
C01581,670,2050.65,Kolkata,high
C01582,267,3797.72,Bengaluru,low
C01583,49,930.07,Mumbai,high
C01584,1355,1873.63,Mumbai,medium
C01585,762,2378.61,Ahmedabad,high
C01586,579,2824.43,Bengaluru,medium
C01587,731,2018.74,Mumbai,low
C01588,850,1417.96,Kolkata,medium
C01589,586,1051.12,Kolkata,high
C01590,1009,1903.66,Kolkata,high
C01591,371,896.64,Bengaluru,low
C01592,1455,269.53,Hyderabad,low
C01593,242,2390.61,Kolkata,high
C01594,1018,3239.26,Visakhapatnam,high
C01595,927,387.47,Mumbai,high
C01596,807,933.76,Pune,high
C01597,89,2691.87,Mumbai,medium
C01598,1029,6856.24,Bengaluru,medium
C01599,932,1824.49,Hyderabad,low
C01600,565,1121.41,Pune,low
C01601,1472,1598.24,Vijayawada,high
C01602,1210,4399.35,Visakhapatnam,low
C01603,1401,1182.83,Pune,high
C01604,1101,1070.7,Visakhapatnam,low
C01605,916,1315.22,Delhi,medium
C01606,738,968.63,Kolkata,low
C01607,1173,1949.4,Visakhapatnam,low
C01608,53,5174.94,Mumbai,high
C01609,991,2220.62,Ahmedabad,low
C01610,183,1527.69,Ahmedabad,medium
C01611,523,1489.01,Pune,medium
C01612,133,651.62,Vijayawada,low
C01613,1157,3195.71,Kolkata,medium
C01614,511,1711.2,Bengaluru,medium
C01615,939,1600.75,Visakhapatnam,medium
C01616,210,14343.64,Ahmedabad,medium
C01617,677,2185.79,Bengaluru,medium
C01618,1368,1104.2,Hyderabad,low
C01619,856,1364.32,Kolkata,low
C01620,1171,3797.25,Vijayawada,low
C01621,216,1937.53,Visakhapatnam,high
C01622,1335,706.74,Chennai,high
C01623,1181,3271.62,Delhi,high
C01624,1405,1165.9,Ahmedabad,medium
C01625,774,6082.59,Hyderabad,low
C01626,960,3632.13,Pune,high
C01627,1299,1345.85,Visakhapatnam,medium
C01628,1497,4138.97,Pune,high
C01629,956,1881.17,Bengaluru,low
C01630,1379,3133.31,Delhi,low
C01631,729,2466.66,Pune,high
C01632,627,1038.37,Vijayawada,high
C01633,795,1184.69,Bengaluru,low
C01634,366,3515.78,Ahmedabad,low
C01635,1498,1448.0,Kolkata,low
C01636,550,1384.61,Visakhapatnam,low
C01637,414,967.5,Bengaluru,medium
C01638,471,2370.56,Ahmedabad,low
C01639,1497,6878.69,Pune,low
C01640,878,899.33,Hyderabad,high
C01641,1406,1828.56,Visakhapatnam,low
C01642,952,4507.44,Ahmedabad,high
C01643,1236,1709.19,Vijayawada,low
C01644,1051,2415.31,Hyderabad,high
C01645,129,902.34,Vijayawada,medium
C01646,1228,2377.83,Ahmedabad,high
C01647,392,1593.83,Visakhapatnam,low
C01648,292,3416.14,Bengaluru,medium
C01649,1376,3894.59,Visakhapatnam,high
C01650,689,9689.11,Vijayawada,medium
C01651,887,2623.6,Visakhapatnam,high
C01652,538,2224.55,Chennai,medium
C01653,732,2042.42,Chennai,medium
C01654,303,1430.79,Mumbai,medium
C01655,1263,2242.97,Vijayawada,medium
C01656,1466,1485.54,Vijayawada,medium
C01657,1487,2008.3,Vijayawada,high
C01658,475,4238.57,Delhi,low
C01659,1308,935.69,Chennai,high
C01660,737,3776.16,Mumbai,high
C01661,1361,4237.24,Mumbai,high
C01662,1141,1667.03,Pune,high
C01663,266,453.2,Pune,high
C01664,1013,1212.52,Visakhapatnam,high
C01665,1396,4182.18,Kolkata,high
C01666,1123,1773.44,Chennai,medium
C01667,56,940.11,Vijayawada,low
C01668,81,1296.52,Kolkata,low
C01669,138,3108.65,Hyderabad,low
C01670,576,2568.09,Mumbai,medium
C01671,1429,1541.08,Chennai,low
C01672,157,1418.15,Chennai,low
C01673,1138,1395.35,Hyderabad,medium
C01674,956,988.29,Bengaluru,high
C01675,1413,5143.74,Vijayawada,low
C01676,1355,1459.77,Vijayawada,medium
C01677,516,3970.69,Vijayawada,high
C01678,619,4838.68,Hyderabad,medium
C01679,823,3444.19,Kolkata,high
C01680,670,1359.66,Vijayawada,low
C01681,56,2340.14,Chennai,low
C01682,1300,1771.91,Ahmedabad,low
C01683,1327,1000.38,Pune,high
C01684,1149,2222.47,Visakhapatnam,low
C01685,426,836.45,Chennai,medium
C01686,393,3895.33,Bengaluru,low
C01687,385,1330.81,Vijayawada,low
C01688,802,2051.44,Hyderabad,medium
C01689,601,2163.93,Vijayawada,medium
C01690,296,1521.2,Mumbai,high
C01691,552,2635.67,Hyderabad,medium
C01692,985,1321.94,Mumbai,low
C01693,344,3171.26,Pune,high
C01694,134,750.44,Visakhapatnam,high
C01695,646,1954.11,Ahmedabad,high
C01696,1156,6347.69,Pune,low
C01697,1479,939.48,Pune,high
C01698,480,1158.65,Mumbai,high
C01699,169,2513.88,Vijayawada,low
C01700,881,2022.86,Vijayawada,high
C01701,856,2260.75,Bengaluru,medium
C01702,483,2473.81,Delhi,high
C01703,709,2719.25,Pune,medium
C01704,631,3702.81,Delhi,high
C01705,1116,2349.42,Ahmedabad,high
C01706,1359,1538.75,Hyderabad,low
C01707,1399,2786.98,Pune,medium
C01708,522,6188.61,Visakhapatnam,high
C01709,529,1651.32,Hyderabad,high
C01710,687,955.37,Kolkata,low
C01711,820,3696.51,Chennai,high
C01712,609,1664.52,Hyderabad,high
C01713,797,438.48,Vijayawada,high
C01714,942,3122.43,Ahmedabad,low
C01715,637,1271.02,Delhi,medium
C01716,1082,1697.13,Bengaluru,low
C01717,372,2233.51,Vijayawada,high
C01718,45,2037.27,Bengaluru,low
C01719,1402,2854.6,Delhi,high
C01720,898,1356.25,Bengaluru,low
C01721,1131,2512.57,Kolkata,high
C01722,177,1520.56,Mumbai,low
C01723,970,2909.59,Pune,low
C01724,209,2685.25,Bengaluru,low
C01725,394,979.96,Chennai,high
C01726,174,3646.16,Visakhapatnam,low
C01727,559,1270.5,Kolkata,medium
C01728,953,3043.55,Kolkata,medium
C01729,677,2285.36,Hyderabad,medium
C01730,1408,5945.33,Bengaluru,high
C01731,42,1556.65,Visakhapatnam,low
C01732,1229,1434.38,Hyderabad,high
C01733,178,1777.42,Pune,high
C01734,247,1478.04,Chennai,high
C01735,647,3027.54,Visakhapatnam,low
C01736,606,629.51,Ahmedabad,medium
C01737,839,907.46,Hyderabad,medium
C01738,350,899.17,Vijayawada,low
C01739,309,3338.38,Kolkata,high
C01740,634,5472.23,Mumbai,medium
C01741,1417,1681.85,Pune,low
C01742,1163,1612.93,Vijayawada,low
C01743,282,1883.86,Hyderabad,low
C01744,1202,3830.55,Visakhapatnam,medium
C01745,1130,985.12,Vijayawada,low
C01746,654,2101.66,Delhi,high
C01747,734,3392.83,Delhi,medium
C01748,1352,2493.03,Vijayawada,low
C01749,359,2036.06,Mumbai,low
C01750,1293,3450.32,Chennai,low
C01751,264,310.58,Mumbai,high
C01752,1191,2796.6,Hyderabad,high
C01753,974,1176.61,Vijayawada,low
C01754,625,547.65,Bengaluru,medium
C01755,231,2509.46,Delhi,high
C01756,1219,4395.87,Ahmedabad,medium
C01757,761,1646.16,Mumbai,high
C01758,1372,3343.96,Delhi,low
C01759,613,5133.4,Visakhapatnam,low
C01760,426,4231.18,Pune,medium
C01761,952,5226.61,Pune,high
C01762,1380,2915.87,Chennai,high
C01763,1226,1890.46,Mumbai,high
C01764,1190,635.41,Pune,medium
C01765,907,1533.95,Mumbai,low
C01766,671,1040.47,Delhi,low
C01767,1488,7380.93,Kolkata,medium
C01768,766,1605.54,Mumbai,high
C01769,709,1950.08,Ahmedabad,medium
C01770,942,2576.04,Pune,medium
C01771,1027,1851.74,Vijayawada,low
C01772,389,5417.15,Visakhapatnam,low
C01773,604,1200.89,Mumbai,high
C01774,432,2042.72,Chennai,high
C01775,1313,1110.91,Bengaluru,high
C01776,184,763.21,Hyderabad,high
C01777,1323,1209.41,Hyderabad,high
C01778,1215,1757.18,Kolkata,high
C01779,465,1361.71,Hyderabad,high
C01780,563,1147.65,Vijayawada,high
C01781,996,721.57,Mumbai,medium
C01782,833,1705.35,Delhi,high
C01783,625,676.87,Mumbai,medium
C01784,1056,2950.05,Vijayawada,low
C01785,842,1899.09,Pune,high
C01786,51,697.94,Delhi,high
C01787,1431,1472.26,Mumbai,high
C01788,317,1103.94,Ahmedabad,low
C01789,396,2214.99,Visakhapatnam,high
C01790,1380,4302.0,Mumbai,high
C01791,1020,532.02,Pune,low
C01792,478,1939.74,Ahmedabad,low
C01793,158,1622.07,Chennai,medium
C01794,509,2784.75,Hyderabad,high
C01795,453,2067.55,Vijayawada,medium
C01796,824,1104.07,Ahmedabad,medium
C01797,125,1462.87,Hyderabad,high
C01798,693,1072.9,Bengaluru,high
C01799,1097,3622.6,Chennai,high
C01800,569,1825.11,Visakhapatnam,high
C01801,1197,6193.87,Mumbai,medium
C01802,1368,1730.41,Kolkata,medium
C01803,1233,1135.78,Bengaluru,high
C01804,545,672.92,Kolkata,low
C01805,1087,557.52,Kolkata,medium
C01806,736,642.81,Ahmedabad,medium
C01807,1267,2141.31,Hyderabad,high
C01808,314,2505.42,Ahmedabad,low
C01809,501,644.04,Bengaluru,high
C01810,1347,3220.58,Chennai,low
C01811,337,1314.95,Mumbai,low
C01812,771,1980.21,Visakhapatnam,high
C01813,272,5133.2,Delhi,medium
C01814,706,3224.35,Bengaluru,medium
C01815,1412,1511.71,Ahmedabad,medium
C01816,461,1008.55,Visakhapatnam,low
C01817,1355,444.46,Kolkata,low
C01818,529,1127.88,Hyderabad,low
C01819,1204,1569.18,Visakhapatnam,low
C01820,305,947.55,Vijayawada,low
C01821,1202,1652.8,Mumbai,low
C01822,370,1892.2,Chennai,low
C01823,1088,1555.24,Kolkata,high
C01824,1184,1179.73,Hyderabad,high
C01825,1385,2008.55,Chennai,low
C01826,473,2398.99,Ahmedabad,high
C01827,995,886.06,Ahmedabad,low
C01828,479,4503.67,Kolkata,high
C01829,322,1688.27,Visakhapatnam,low
C01830,1306,1822.19,Vijayawada,medium
C01831,373,2852.3,Pune,medium
C01832,1251,2094.63,Visakhapatnam,low
C01833,500,3344.53,Kolkata,medium
C01834,300,2169.33,Bengaluru,low
C01835,444,1208.89,Vijayawada,high
C01836,1431,2276.78,Kolkata,low
C01837,1270,855.87,Bengaluru,low
C01838,1004,1931.6,Visakhapatnam,high
C01839,109,1761.54,Vijayawada,high
C01840,270,1572.25,Bengaluru,medium
C01841,1380,1655.72,Mumbai,high
C01842,1134,529.72,Hyderabad,high
C01843,1359,1260.0,Kolkata,high
C01844,891,1911.97,Pune,low
C01845,1458,1997.09,Vijayawada,medium
C01846,499,922.93,Ahmedabad,medium
C01847,747,4097.99,Visakhapatnam,high
C01848,1456,1025.08,Visakhapatnam,low
C01849,901,3380.2,Mumbai,medium
C01850,1007,2376.11,Delhi,low
C01851,610,1182.63,Visakhapatnam,high
C01852,866,5707.26,Chennai,low
C01853,41,828.55,Hyderabad,high
C01854,1100,3271.46,Bengaluru,high
C01855,44,3449.28,Kolkata,high
C01856,450,1164.02,Pune,medium
C01857,771,4449.93,Bengaluru,low
C01858,902,1529.98,Visakhapatnam,medium
C01859,565,2171.54,Vijayawada,medium
C01860,1186,2131.86,Pune,high
C01861,594,1649.52,Kolkata,low
C01862,876,3049.0,Vijayawada,high
C01863,1018,3014.86,Mumbai,medium
C01864,1175,577.67,Vijayawada,medium
C01865,549,4202.2,Chennai,high
C01866,735,610.89,Kolkata,high
C01867,312,3521.69,Bengaluru,high
C01868,500,3743.96,Ahmedabad,high
C01869,361,885.73,Bengaluru,low
C01870,1071,1378.17,Kolkata,medium
C01871,1157,877.29,Visakhapatnam,high
C01872,1431,1565.32,Hyderabad,low
C01873,826,1473.39,Hyderabad,low
C01874,327,2987.89,Ahmedabad,high
C01875,921,4218.53,Bengaluru,low
C01876,568,4459.25,Delhi,medium
C01877,193,1249.04,Visakhapatnam,low
C01878,817,1571.13,Kolkata,high
C01879,1373,602.63,Vijayawada,medium
C01880,1487,1066.06,Visakhapatnam,low
C01881,388,3370.09,Ahmedabad,medium
C01882,51,5144.43,Delhi,high
C01883,1091,806.91,Chennai,low
C01884,98,1224.69,Visakhapatnam,high
C01885,1086,1769.37,Delhi,high
C01886,377,2159.53,Hyderabad,medium
C01887,519,1063.48,Hyderabad,low
C01888,207,2371.27,Chennai,medium
C01889,753,1322.85,Kolkata,medium
C01890,1230,1783.17,Delhi,high
C01891,61,2567.34,Bengaluru,low
C01892,1155,1807.53,Chennai,high
C01893,1175,1355.45,Visakhapatnam,medium
C01894,741,1676.22,Chennai,low
C01895,1271,1699.53,Delhi,medium
C01896,857,1415.21,Visakhapatnam,low
C01897,564,1521.31,Mumbai,medium
C01898,1066,5088.11,Bengaluru,high
C01899,178,2591.88,Vijayawada,medium
C01900,726,1485.46,Bengaluru,high
C01901,557,2831.5,Vijayawada,high
C01902,542,1448.9,Ahmedabad,medium
C01903,1183,3858.65,Ahmedabad,low
C01904,725,2288.86,Ahmedabad,high
C01905,973,1678.73,Visakhapatnam,low
C01906,1017,2408.01,Bengaluru,medium
C01907,168,648.38,Kolkata,high
C01908,481,865.36,Delhi,medium
C01909,874,828.4,Pune,high
C01910,1127,1975.26,Hyderabad,high
C01911,569,5550.69,Delhi,medium
C01912,220,7676.25,Kolkata,high
C01913,730,2725.14,Bengaluru,high
C01914,395,2492.62,Ahmedabad,medium
C01915,754,558.28,Delhi,high
C01916,581,1264.97,Mumbai,high
C01917,1429,1078.67,Delhi,medium
C01918,438,1202.3,Delhi,high
C01919,525,1613.64,Chennai,low
C01920,499,1324.36,Delhi,low
C01921,1296,497.2,Pune,low
C01922,248,2926.85,Bengaluru,low
C01923,1414,896.29,Ahmedabad,high
C01924,43,2102.86,Vijayawada,low
C01925,1017,6930.56,Pune,high
C01926,675,990.23,Ahmedabad,high
C01927,592,347.53,Ahmedabad,low
C01928,1076,1494.64,Chennai,medium
C01929,484,3681.83,Visakhapatnam,low
C01930,140,6428.32,Vijayawada,medium
C01931,1009,809.43,Vijayawada,low
C01932,1059,2485.92,Pune,medium
C01933,1435,1330.21,Mumbai,medium
C01934,276,1680.21,Vijayawada,medium
C01935,676,10040.33,Hyderabad,low
C01936,1410,677.64,Delhi,medium
C01937,1219,2122.76,Bengaluru,medium
C01938,770,2439.49,Visakhapatnam,medium
C01939,413,3645.7,Vijayawada,medium
C01940,515,1918.37,Chennai,medium
C01941,1285,2199.04,Pune,medium
C01942,406,1395.45,Ahmedabad,medium
C01943,461,2144.1,Kolkata,high
C01944,792,1440.1,Pune,medium
C01945,602,2696.11,Ahmedabad,low
C01946,1200,1415.58,Mumbai,high
C01947,1434,2299.98,Delhi,low
C01948,582,1766.09,Delhi,high
C01949,915,3742.37,Kolkata,low
C01950,328,1740.86,Mumbai,medium
C01951,49,568.54,Mumbai,medium
C01952,1053,4087.92,Mumbai,high
C01953,1088,999.06,Vijayawada,high
C01954,676,1176.85,Ahmedabad,medium
C01955,543,1222.14,Vijayawada,high
C01956,127,4398.09,Kolkata,low
C01957,1444,449.15,Mumbai,low
C01958,471,13836.68,Chennai,medium
C01959,1319,3575.92,Bengaluru,medium
C01960,715,2081.09,Chennai,medium
C01961,767,1736.91,Vijayawada,high
C01962,557,2167.12,Pune,low
C01963,873,2525.69,Bengaluru,medium
C01964,1421,2737.86,Visakhapatnam,low
C01965,1211,2582.94,Visakhapatnam,high
C01966,1359,1907.92,Vijayawada,low
C01967,612,1583.31,Pune,medium
C01968,1408,1631.43,Vijayawada,medium
C01969,945,1585.81,Bengaluru,medium
C01970,1286,3761.2,Chennai,medium
C01971,1323,2647.45,Mumbai,low
C01972,1341,266.21,Pune,medium
C01973,1322,2756.94,Visakhapatnam,high
C01974,858,2042.89,Bengaluru,low
C01975,361,1778.24,Pune,low
C01976,672,1398.29,Pune,high
C01977,626,3737.66,Chennai,high
C01978,1350,3332.35,Kolkata,medium
C01979,941,1089.17,Pune,high
C01980,1232,2345.2,Vijayawada,medium
C01981,877,957.15,Mumbai,low
C01982,77,734.21,Mumbai,high
C01983,510,1197.72,Chennai,high
C01984,1465,3152.96,Bengaluru,low
C01985,371,3344.5,Kolkata,low
C01986,225,2512.53,Bengaluru,medium
C01987,1153,2883.77,Hyderabad,low
C01988,843,2517.59,Vijayawada,low
C01989,242,1186.28,Chennai,high
C01990,348,2383.42,Bengaluru,high
C01991,828,3028.46,Chennai,low
C01992,536,2939.02,Chennai,medium
C01993,1313,3898.46,Mumbai,low
C01994,1108,2852.47,Mumbai,low
C01995,101,2261.95,Pune,medium
C01996,1005,3608.83,Ahmedabad,high
C01997,587,1769.24,Vijayawada,medium
C01998,306,1014.67,Vijayawada,low
C01999,1240,1618.97,Visakhapatnam,medium
C02000,1322,1109.16,Visakhapatnam,medium
C02001,1102,1160.58,Vijayawada,medium
C02002,741,1638.61,Ahmedabad,high
C02003,495,1075.42,Bengaluru,medium
C02004,660,1473.46,Pune,medium
C02005,562,525.68,Mumbai,medium
C02006,51,2067.68,Hyderabad,high
C02007,309,1801.41,Pune,medium
C02008,990,1058.32,Vijayawada,low
C02009,1438,2762.94,Ahmedabad,medium
C02010,643,3310.86,Hyderabad,medium
C02011,629,633.1,Visakhapatnam,low
C02012,44,1096.38,Vijayawada,medium
C02013,416,1091.82,Kolkata,high
C02014,925,977.12,Kolkata,low
C02015,364,3086.21,Kolkata,medium
C02016,481,1586.93,Chennai,low
C02017,894,1515.66,Delhi,high
C02018,1285,489.33,Chennai,medium
C02019,1358,2720.48,Vijayawada,medium
C02020,875,804.34,Delhi,low
C02021,403,1871.5,Mumbai,medium
C02022,256,2155.63,Ahmedabad,high
C02023,957,4358.88,Chennai,high
C02024,1305,768.78,Ahmedabad,low
C02025,686,252.87,Hyderabad,low
C02026,131,2028.48,Vijayawada,low
C02027,410,5801.51,Bengaluru,medium
C02028,581,4027.32,Mumbai,high
C02029,927,2062.8,Hyderabad,low
C02030,214,1307.64,Mumbai,low
C02031,1040,3041.7,Delhi,medium
C02032,890,955.98,Chennai,medium
C02033,790,2453.26,Ahmedabad,high
C02034,94,2500.13,Pune,low
C02035,329,3585.59,Hyderabad,medium
C02036,833,10821.83,Bengaluru,high
C02037,992,2322.99,Mumbai,low
C02038,542,1292.99,Kolkata,low
C02039,279,1770.33,Delhi,medium
C02040,937,570.0,Delhi,high
C02041,98,1145.94,Delhi,medium
C02042,222,1379.54,Vijayawada,high
C02043,456,1280.34,Ahmedabad,medium
C02044,1425,1987.38,Chennai,medium
C02045,354,1054.66,Hyderabad,high
C02046,1155,3730.18,Vijayawada,low
C02047,548,1800.24,Ahmedabad,high
C02048,641,1789.15,Delhi,medium
C02049,136,1454.49,Delhi,low
C02050,513,1991.05,Kolkata,medium
C02051,60,3077.45,Mumbai,medium
C02052,1227,1024.45,Bengaluru,medium
C02053,527,1173.52,Hyderabad,low
C02054,1220,1477.52,Ahmedabad,high
C02055,1251,750.49,Mumbai,medium
C02056,213,1056.82,Delhi,low
C02057,1053,1320.81,Bengaluru,high
C02058,1296,3177.64,Pune,high
C02059,152,2134.97,Hyderabad,medium
C02060,1350,2041.37,Mumbai,high
C02061,1128,3129.49,Bengaluru,low
C02062,1029,1646.24,Delhi,medium
C02063,1173,2320.05,Pune,medium
C02064,425,1683.19,Hyderabad,high
C02065,803,2138.86,Pune,high
C02066,305,1232.44,Chennai,low
C02067,1023,368.82,Ahmedabad,high
C02068,633,1649.55,Vijayawada,high
C02069,1033,4538.39,Delhi,high
C02070,412,3286.51,Vijayawada,medium
C02071,692,3371.29,Ahmedabad,medium
C02072,1256,4019.96,Vijayawada,low
C02073,171,1906.78,Vijayawada,low
C02074,950,2046.32,Chennai,medium
C02075,1139,1204.8,Pune,medium
C02076,31,1465.71,Vijayawada,medium
C02077,409,2685.96,Hyderabad,high
C02078,775,3936.58,Visakhapatnam,low
C02079,686,1644.02,Bengaluru,high
C02080,1133,1343.35,Kolkata,low
C02081,1103,1800.62,Ahmedabad,high
C02082,345,2660.65,Visakhapatnam,medium
C02083,690,704.18,Kolkata,high
C02084,689,404.65,Bengaluru,low
C02085,1101,1258.52,Bengaluru,low
C02086,295,814.1,Mumbai,low
C02087,443,1293.69,Bengaluru,medium
C02088,422,1635.14,Bengaluru,low
C02089,1199,1340.68,Kolkata,high
C02090,1033,4626.92,Vijayawada,high
C02091,1466,2225.92,Visakhapatnam,medium
C02092,130,2188.23,Pune,low
C02093,1270,2697.22,Bengaluru,low
C02094,457,858.6,Ahmedabad,low
C02095,988,3536.75,Hyderabad,medium
C02096,1172,1713.5,Kolkata,medium
C02097,1480,2783.19,Hyderabad,high
C02098,574,896.8,Vijayawada,low
C02099,174,655.63,Chennai,low
C02100,472,3063.06,Vijayawada,low
C02101,237,2298.95,Delhi,high
C02102,819,1001.45,Delhi,low
C02103,1107,1022.76,Delhi,high
C02104,1310,3740.87,Mumbai,high
C02105,1173,830.83,Kolkata,high
C02106,246,5235.82,Visakhapatnam,medium
C02107,1411,1002.39,Ahmedabad,high
C02108,1392,2725.74,Kolkata,low
C02109,371,1453.81,Mumbai,high
C02110,852,2664.08,Vijayawada,medium
C02111,1376,1263.79,Mumbai,high
C02112,1258,1619.26,Ahmedabad,medium
C02113,675,1848.52,Vijayawada,medium
C02114,791,938.35,Kolkata,high
C02115,911,2913.4,Pune,high
C02116,522,1289.43,Visakhapatnam,high
C02117,468,1551.46,Kolkata,high
C02118,550,943.14,Pune,medium
C02119,946,340.37,Kolkata,low
C02120,100,1589.82,Chennai,high
C02121,63,8636.41,Vijayawada,low
C02122,648,2997.5,Hyderabad,medium
C02123,484,1777.61,Delhi,medium
C02124,74,1517.26,Chennai,high
C02125,1077,1826.48,Vijayawada,high
C02126,1200,2568.74,Mumbai,low
C02127,107,835.49,Ahmedabad,medium
C02128,349,3713.95,Mumbai,medium
C02129,781,2865.62,Visakhapatnam,low
C02130,507,2870.85,Chennai,medium
C02131,218,2393.59,Visakhapatnam,medium
C02132,1195,1823.1,Delhi,high
C02133,188,2787.5,Pune,medium
C02134,384,2644.46,Ahmedabad,high
C02135,1469,1429.98,Visakhapatnam,low
C02136,1249,1239.79,Chennai,low
C02137,1210,1923.21,Kolkata,low
C02138,144,4926.6,Pune,medium
C02139,919,804.42,Kolkata,low
C02140,494,693.43,Visakhapatnam,low
C02141,1328,2003.47,Kolkata,low
C02142,654,1860.53,Vijayawada,low
C02143,683,2014.68,Vijayawada,high
C02144,336,2109.3,Pune,high
C02145,1459,1556.91,Delhi,low
C02146,133,4740.76,Kolkata,medium
C02147,1248,635.84,Visakhapatnam,high
C02148,214,1050.5,Delhi,medium
C02149,623,1683.16,Kolkata,low
C02150,300,618.61,Pune,low
C02151,1004,1605.57,Visakhapatnam,high
C02152,130,5300.19,Vijayawada,medium
C02153,567,1824.6,Bengaluru,medium
C02154,1057,2091.21,Kolkata,high
C02155,297,793.49,Mumbai,medium
C02156,1175,1205.81,Delhi,medium
C02157,839,1410.45,Visakhapatnam,low
C02158,1179,1464.15,Visakhapatnam,high
C02159,1103,4140.66,Delhi,low
C02160,176,2586.45,Chennai,medium
C02161,692,874.01,Visakhapatnam,low
C02162,260,2112.8,Kolkata,medium
C02163,778,2488.38,Pune,low
C02164,686,3776.82,Pune,high
C02165,1372,5028.58,Hyderabad,medium
C02166,376,930.51,Pune,high
C02167,935,1062.61,Visakhapatnam,low
C02168,932,794.82,Hyderabad,low
C02169,438,1546.0,Pune,low
C02170,205,2437.37,Bengaluru,high
C02171,141,3419.7,Delhi,high
C02172,332,1713.3,Chennai,low
C02173,733,1462.12,Bengaluru,medium
C02174,951,1986.61,Ahmedabad,low
C02175,709,1045.97,Delhi,high
C02176,1131,7000.54,Delhi,low
C02177,1149,633.06,Vijayawada,medium
C02178,1153,2029.66,Ahmedabad,high
C02179,319,6706.86,Hyderabad,medium
C02180,1223,1807.97,Vijayawada,low
C02181,553,1590.84,Mumbai,low
C02182,611,1426.82,Delhi,high
C02183,1295,1600.85,Chennai,low
C02184,982,4393.55,Hyderabad,low
C02185,825,427.45,Chennai,high
C02186,1381,4876.94,Pune,low
C02187,69,713.35,Chennai,high
C02188,821,1513.56,Delhi,medium
C02189,1071,1361.76,Bengaluru,medium
C02190,1022,2638.86,Visakhapatnam,high
C02191,210,636.99,Mumbai,low
C02192,1055,2430.75,Ahmedabad,high
C02193,1489,6709.93,Hyderabad,low
C02194,536,742.1,Vijayawada,medium
C02195,713,2036.22,Ahmedabad,medium
C02196,351,1170.58,Hyderabad,medium
C02197,1431,2374.09,Pune,medium
C02198,1310,1822.54,Chennai,low
C02199,1056,1186.28,Chennai,low
C02200,1311,2471.69,Chennai,medium
C02201,90,5816.0,Vijayawada,medium
C02202,491,1589.94,Mumbai,medium
C02203,834,2873.78,Mumbai,low
C02204,812,776.59,Vijayawada,high
C02205,1284,966.67,Delhi,medium
C02206,522,2446.97,Visakhapatnam,low
C02207,903,4723.08,Chennai,high
C02208,704,2268.08,Ahmedabad,high
C02209,299,1468.58,Delhi,high
C02210,313,1799.17,Visakhapatnam,high
C02211,1430,798.53,Delhi,low
C02212,662,2666.38,Vijayawada,low
C02213,910,3194.09,Mumbai,high
C02214,1186,1341.69,Mumbai,medium
C02215,168,1326.12,Vijayawada,high
C02216,272,2139.58,Mumbai,medium
C02217,328,1355.16,Hyderabad,medium
C02218,877,1724.26,Kolkata,medium
C02219,937,7047.03,Chennai,low
C02220,414,1532.99,Bengaluru,low
C02221,408,1425.99,Hyderabad,high
C02222,1293,1181.62,Chennai,high
C02223,1191,2919.79,Visakhapatnam,low
C02224,1251,1599.98,Delhi,low
C02225,1437,1180.21,Hyderabad,medium
C02226,192,4248.79,Ahmedabad,low
