transaction_id,customer_id,merchant_id,amount,timestamp,payment_method,device_id,ip_id,location,fraud_type,ring_id,is_fraud
TX0030747,C03365,M0390,1330.39,2026-07-16 20:19:59,netbanking,D01182,IP06454,Vijayawada,none,,0
TX0030748,C01640,M0388,1066.26,2026-02-12 04:51:33,netbanking,D03374,IP04143,Hyderabad,none,,0
TX0030749,C00694,M0223,3223.09,2026-08-28 19:15:22,wallet,D00898,IP07181,Delhi,none,,0
TX0030750,C07925,M0323,1095.32,2026-08-10 03:15:42,card,D03616,IP07460,Mumbai,none,,0
TX0030751,C02973,M0359,1332.99,2026-04-07 11:25:11,card,D00140,IP01046,Pune,none,,0
TX0030752,C08950,M0327,5888.81,2026-05-27 07:54:58,upi,D01075,IP03949,Vijayawada,none,,0
TX0030753,C02452,M0440,568.81,2026-06-30 05:25:36,wallet,D00152,IP05875,Bengaluru,none,,0
TX0030754,C07490,M0476,2776.78,2026-07-28 09:15:30,card,D04229,IP05832,Bengaluru,none,,0
TX0030755,C05811,M0399,4554.37,2026-04-16 01:19:51,netbanking,D04093,IP04913,Pune,none,,0
TX0030756,C03126,M0023,2546.05,2026-02-25 11:10:06,wallet,D01020,IP07187,Delhi,none,,0
TX0030757,C08019,M0399,8227.85,2026-05-20 20:36:55,card,D04443,IP03405,Bengaluru,none,,0
TX0030758,C05019,M0245,1082.53,2026-05-27 01:19:24,wallet,D03873,IP04131,Ahmedabad,none,,0
TX0030759,C04349,M0116,838.6,2026-04-21 14:59:40,upi,D01065,IP03863,Delhi,none,,0
TX0030760,C08203,M0059,872.29,2026-02-06 07:31:02,upi,D03294,IP01114,Visakhapatnam,none,,0
TX0030761,C07403,M0064,717.19,2026-06-24 15:30:12,netbanking,D02320,IP03009,Delhi,none,,0
TX0030762,C01272,M0187,1088.49,2026-02-04 01:50:03,wallet,D03255,IP02813,Kolkata,none,,0
TX0030763,C04259,M0431,5378.97,2026-01-20 18:22:14,card,D01563,IP07887,Ahmedabad,none,,0
TX0030764,C08109,M0309,3041.44,2026-01-27 14:57:30,netbanking,D01693,IP04082,Mumbai,none,,0
TX0030765,C09173,M0165,3411.91,2026-08-14 21:26:32,wallet,D00635,IP05088,Pune,none,,0
TX0030766,C01865,M0057,1538.92,2026-08-16 06:58:34,wallet,D02676,IP06832,Chennai,none,,0
TX0030767,C04428,M0231,957.67,2026-04-11 00:28:12,wallet,D03256,IP02333,Chennai,none,,0
TX0030768,C05378,M0134,267.63,2026-01-04 00:30:42,upi,D03403,IP05443,Kolkata,none,,0
TX0030769,C04011,M0090,1823.6,2026-07-04 03:25:45,netbanking,D02765,IP07640,Visakhapatnam,none,,0
TX0030770,C03506,M0321,1144.76,2026-06-11 19:46:50,wallet,D03103,IP02162,Pune,none,,0
TX0030771,C06439,M0308,2175.57,2026-03-28 05:37:03,wallet,D00837,IP06296,Hyderabad,none,,0
TX0030772,C07850,M0401,1722.77,2026-08-16 07:53:26,card,D01159,IP04211,Visakhapatnam,none,,0
TX0030773,C06496,M0136,1354.62,2026-03-11 11:49:43,netbanking,D04498,IP01591,Pune,none,,0
TX0030774,C07989,M0005,2252.1,2026-01-26 20:45:53,netbanking,D01658,IP03816,Mumbai,none,,0
TX0030775,C07308,M0428,9528.91,2026-07-28 21:29:42,wallet,D02170,IP00102,Hyderabad,none,,0
TX0030776,C03139,M0178,2433.0,2026-07-19 01:03:29,netbanking,D03581,IP07289,Kolkata,none,,0
TX0030777,C02495,M0492,914.84,2026-06-09 17:12:30,wallet,D01682,IP07783,Chennai,none,,0
TX0030778,C01926,M0137,1153.88,2026-01-31 14:42:54,upi,D03603,IP02436,Ahmedabad,none,,0
TX0030779,C00672,M0496,751.04,2026-06-15 14:38:35,upi,D03796,IP01205,Delhi,none,,0
TX0030780,C00142,M0051,4912.45,2026-08-02 05:06:22,wallet,D02160,IP03364,Bengaluru,none,,0
TX0030781,C04374,M0038,3417.99,2026-04-19 06:22:04,upi,D02770,IP04484,Hyderabad,none,,0
TX0030782,C04482,M0198,2741.97,2026-08-18 13:52:17,netbanking,D02091,IP07179,Hyderabad,none,,0
TX0030783,C06932,M0382,5348.48,2026-03-02 13:26:19,wallet,D01634,IP00267,Hyderabad,none,,0
TX0030784,C07845,M0410,3566.06,2026-03-27 21:12:33,upi,D03852,IP00792,Visakhapatnam,none,,0
TX0030785,C05390,M0383,791.94,2026-04-12 19:58:47,netbanking,D00176,IP07031,Delhi,none,,0
TX0030786,C02355,M0351,1447.46,2026-07-04 08:18:26,card,D04210,IP07127,Vijayawada,none,,0
TX0030787,C07532,M0368,1090.85,2026-02-25 17:00:22,netbanking,D04773,IP00708,Kolkata,none,,0
TX0030788,C00505,M0482,3005.64,2026-06-15 00:56:45,netbanking,D04455,IP01687,Kolkata,none,,0
TX0030789,C03214,M0372,12073.78,2026-03-17 15:43:51,netbanking,D00496,IP02489,Vijayawada,none,,0
TX0030790,C03355,M0227,975.34,2026-03-11 13:15:24,wallet,D01195,IP02051,Vijayawada,none,,0
TX0030791,C03934,M0056,3360.75,2026-01-15 09:42:03,wallet,D04102,IP04451,Kolkata,none,,0
TX0030792,C07043,M0297,2966.27,2026-03-25 05:08:37,upi,D01518,IP03368,Mumbai,none,,0
TX0030793,C08801,M0182,2671.0,2026-01-22 08:23:46,upi,D02515,IP00357,Visakhapatnam,none,,0
TX0030794,C01260,M0381,1060.66,2026-04-02 13:57:40,netbanking,D02597,IP05141,Vijayawada,none,,0
TX0030795,C09930,M0237,4588.14,2026-07-08 20:12:46,netbanking,D01894,IP00579,Kolkata,none,,0
TX0030796,C03289,M0025,1935.02,2026-02-26 12:33:49,upi,D03044,IP00865,Hyderabad,none,,0
TX0030797,C09682,M0211,835.81,2026-04-19 14:53:10,netbanking,D02928,IP05324,Hyderabad,none,,0
TX0030798,C01642,M0264,3224.7,2026-06-06 17:47:34,wallet,D03151,IP07223,Ahmedabad,none,,0
TX0030799,C03583,M0378,12879.23,2026-08-28 05:40:42,upi,D04954,IP03721,Hyderabad,none,,0
TX0030800,C04308,M0485,5387.56,2026-07-25 14:14:56,upi,D02264,IP02125,Kolkata,none,,0
TX0030801,C00343,M0358,2261.77,2026-04-27 06:02:13,netbanking,D04161,IP01963,Pune,none,,0
TX0030802,C03196,M0361,344.11,2026-01-06 13:43:18,upi,D00330,IP00215,Pune,none,,0
TX0030803,C07063,M0439,836.47,2026-08-14 13:29:05,card,D04490,IP03112,Delhi,none,,0
TX0030804,C09850,M0102,5720.72,2026-01-08 16:52:49,netbanking,D03225,IP05008,Ahmedabad,abuse_ring,R0079,1
TX0030805,C04306,M0349,554.32,2026-01-05 16:29:20,wallet,D00177,IP01516,Ahmedabad,none,,0
TX0030806,C08738,M0470,1479.64,2026-02-13 19:12:07,card,D03391,IP02803,Bengaluru,none,,0
TX0030807,C07342,M0420,3279.07,2026-01-25 20:17:58,card,D04125,IP05924,Pune,none,,0
TX0030808,C07352,M0079,5583.7,2026-03-18 08:54:38,upi,D03270,IP04700,Bengaluru,none,,0
TX0030809,C02652,M0431,8234.78,2026-04-27 02:22:39,card,D02869,IP02483,Hyderabad,none,,0
TX0030810,C07539,M0052,4090.55,2026-06-24 19:35:37,upi,D01713,IP07948,Mumbai,abuse_ring,R0033,1
TX0030811,C02049,M0293,792.81,2026-07-06 06:45:45,upi,D03016,IP03009,Delhi,none,,0
TX0030812,C01160,M0210,1953.9,2026-02-11 07:05:05,wallet,D04779,IP05221,Visakhapatnam,none,,0
TX0030813,C09594,M0360,4406.35,2026-08-07 09:56:09,card,D01314,IP06357,Visakhapatnam,none,,0
TX0030814,C05923,M0171,4191.06,2026-06-08 09:00:55,upi,D00053,IP05345,Mumbai,none,,0
TX0030815,C06397,M0248,957.86,2026-04-30 03:31:53,wallet,D01684,IP02086,Ahmedabad,none,,0
TX0030816,C00646,M0019,351.31,2026-05-19 00:00:50,upi,D00145,IP04952,Bengaluru,none,,0
TX0030817,C04046,M0496,2115.63,2026-05-27 21:17:36,netbanking,D03940,IP05787,Mumbai,abuse_ring,R0085,1
TX0030818,C03468,M0023,3784.04,2026-07-22 05:10:13,wallet,D03896,IP07037,Vijayawada,none,,0
TX0030819,C01521,M0207,4264.91,2026-01-21 16:45:31,wallet,D00461,IP00462,Visakhapatnam,none,,0
TX0030820,C03697,M0006,1161.0,2026-01-23 06:11:59,wallet,D04214,IP00947,Mumbai,none,,0
TX0030821,C05040,M0287,2050.83,2026-01-25 21:05:02,upi,D01911,IP01201,Chennai,none,,0
TX0030822,C03763,M0025,1741.4,2026-07-12 03:36:21,upi,D03873,IP05983,Kolkata,none,,0
TX0030823,C01584,M0262,1394.15,2026-05-13 20:03:02,wallet,D00194,IP04795,Mumbai,none,,0
TX0030824,C03537,M0220,12723.02,2026-03-20 10:35:35,netbanking,D03922,IP06439,Delhi,abuse_ring,R0081,1
TX0030825,C00879,M0454,1797.0,2026-07-01 21:46:57,upi,D02326,IP06138,Visakhapatnam,none,,0
TX0030826,C01261,M0117,3928.34,2026-02-20 20:01:01,wallet,D04158,IP03568,Bengaluru,none,,0
TX0030827,C02069,M0159,4572.46,2026-05-30 10:32:02,upi,D00906,IP01448,Delhi,none,,0
TX0030828,C00790,M0378,372.16,2026-03-19 02:26:19,netbanking,D02012,IP06604,Mumbai,none,,0
TX0030829,C05248,M0466,859.44,2026-02-05 10:34:35,wallet,D00578,IP02209,Mumbai,none,,0
TX0030830,C05957,M0388,3754.02,2026-07-09 09:32:29,wallet,D01497,IP04921,Mumbai,none,,0
TX0030831,C01067,M0347,359.46,2026-01-02 12:18:56,netbanking,D01430,IP02240,Kolkata,none,,0
TX0030832,C01508,M0366,5180.61,2026-01-16 01:22:17,wallet,D01292,IP05639,Mumbai,none,,0
TX0030833,C08714,M0407,668.43,2026-04-25 20:18:45,upi,D00958,IP05310,Chennai,none,,0
TX0030834,C00555,M0157,2283.85,2026-05-14 21:27:09,netbanking,D04718,IP00224,Bengaluru,none,,0
TX0030835,C09742,M0125,909.56,2026-06-17 16:11:08,card,D01148,IP03440,Bengaluru,none,,0
TX0030836,C02016,M0486,2511.36,2026-01-31 13:52:06,wallet,D04207,IP06693,Chennai,none,,0
TX0030837,C03172,M0453,2711.69,2026-01-08 10:09:34,card,D02310,IP01736,Vijayawada,none,,0
TX0030838,C04494,M0074,1397.27,2026-03-06 09:34:10,wallet,D00103,IP00609,Pune,none,,0
TX0030839,C05279,M0330,577.66,2026-04-23 01:39:48,upi,D02241,IP05493,Delhi,none,,0
TX0030840,C04922,M0016,2187.14,2026-01-17 15:31:30,wallet,D01533,IP00894,Kolkata,none,,0
TX0030841,C06558,M0103,7202.5,2026-06-10 11:49:12,upi,D04816,IP07346,Ahmedabad,none,,0
TX0030842,C00291,M0458,829.09,2026-01-05 17:00:48,wallet,D02911,IP04962,Vijayawada,none,,0
TX0030843,C06730,M0014,8166.47,2026-07-03 00:59:41,wallet,D00170,IP05551,Bengaluru,none,,0
TX0030844,C08107,M0078,4246.68,2026-01-27 03:44:53,wallet,D02315,IP02709,Pune,none,,0
TX0030845,C09312,M0495,1453.21,2026-02-20 13:50:43,wallet,D01114,IP04817,Mumbai,none,,0
TX0030846,C05150,M0477,2212.9,2026-01-28 20:05:57,upi,D03218,IP06651,Chennai,none,,0
TX0030847,C02537,M0088,17711.46,2026-06-13 16:59:49,card,D04921,IP00101,Vijayawada,abuse_ring,R0045,1
TX0030848,C07470,M0040,1957.82,2026-05-10 19:03:22,netbanking,D00599,IP00245,Kolkata,none,,0
TX0030849,C01272,M0201,2751.33,2026-08-25 23:35:33,wallet,D03255,IP02813,Kolkata,none,,0
TX0030850,C06791,M0207,2214.61,2026-05-20 15:36:19,wallet,D04218,IP05115,Bengaluru,none,,0
TX0030851,C00745,M0255,1078.39,2026-04-16 19:42:08,wallet,D02981,IP05966,Visakhapatnam,none,,0
TX0030852,C07348,M0023,931.57,2026-06-22 00:37:22,card,D03108,IP06604,Hyderabad,none,,0
TX0030853,C06253,M0398,6066.93,2026-07-04 15:52:40,wallet,D03830,IP04162,Bengaluru,none,,0
TX0030854,C04192,M0094,2603.06,2026-08-21 11:37:17,upi,D03014,IP01175,Visakhapatnam,none,,0
TX0030855,C08090,M0108,705.48,2026-06-22 17:24:51,wallet,D04614,IP05339,Hyderabad,none,,0
TX0030856,C01132,M0003,517.9,2026-02-22 03:04:31,upi,D02411,IP06065,Visakhapatnam,none,,0
TX0030857,C05507,M0307,1609.19,2026-07-27 21:48:59,wallet,D04118,IP04546,Delhi,none,,0
TX0030858,C06268,M0066,2902.84,2026-01-18 20:33:59,netbanking,D01068,IP03355,Bengaluru,none,,0
TX0030859,C09505,M0193,28774.21,2026-02-04 21:53:29,upi,D02927,IP03522,Hyderabad,device_reuse,R0060,1
TX0030860,C05671,M0411,12172.63,2026-07-11 12:04:06,upi,D04458,IP01491,Bengaluru,none,,0
TX0030861,C04449,M0266,3661.19,2026-06-24 04:16:47,card,D03849,IP05685,Mumbai,none,,0
TX0030862,C05008,M0463,1480.09,2026-02-16 23:35:33,card,D02709,IP01918,Delhi,none,,0
TX0030863,C09773,M0144,574.77,2026-01-14 04:35:39,card,D02186,IP04542,Vijayawada,none,,0
TX0030864,C00173,M0196,3562.35,2026-07-11 12:58:12,card,D03889,IP01096,Bengaluru,none,,0
TX0030865,C03848,M0290,1038.05,2026-03-23 16:45:21,netbanking,D00709,IP00141,Vijayawada,none,,0
TX0030866,C08745,M0345,4062.19,2026-08-13 19:18:05,upi,D03652,IP06635,Hyderabad,none,,0
TX0030867,C07846,M0269,7239.54,2026-03-26 18:13:31,card,D00604,IP02068,Visakhapatnam,none,,0
TX0030868,C00616,M0154,1848.98,2026-08-03 08:54:49,upi,D04105,IP02324,Delhi,none,,0
TX0030869,C08106,M0188,722.2,2026-08-01 03:30:37,upi,D01759,IP00234,Delhi,none,,0
TX0030870,C01272,M0119,2855.58,2026-07-14 09:46:59,upi,D03255,IP02813,Kolkata,none,,0
TX0030871,C05957,M0433,2624.44,2026-01-31 21:52:22,upi,D04689,IP04921,Mumbai,none,,0
TX0030872,C02546,M0398,1391.03,2026-03-24 23:11:43,upi,D02777,IP02327,Kolkata,none,,0
TX0030873,C03825,M0076,1362.91,2026-05-28 04:53:51,upi,D04884,IP07136,Bengaluru,none,,0
TX0030874,C04197,M0271,3198.72,2026-05-29 02:54:57,netbanking,D02343,IP05660,Delhi,none,,0
TX0030875,C09324,M0009,1006.53,2026-01-18 16:00:49,wallet,D00528,IP04111,Hyderabad,none,,0
TX0030876,C08900,M0178,1675.31,2026-05-27 07:23:09,netbanking,D00732,IP00062,Mumbai,none,,0
TX0030877,C03676,M0185,771.39,2026-08-12 06:08:58,card,D03865,IP00473,Mumbai,none,,0
TX0030878,C02178,M0473,1777.85,2026-02-09 00:41:00,card,D04418,IP05482,Ahmedabad,none,,0
TX0030879,C08140,M0416,3616.94,2026-04-16 17:28:17,netbanking,D04111,IP02535,Ahmedabad,none,,0
TX0030880,C00247,M0178,1104.71,2026-06-22 10:38:56,netbanking,D03234,IP00227,Visakhapatnam,none,,0
TX0030881,C01455,M0352,1681.68,2026-06-24 16:52:32,netbanking,D02948,IP01724,Kolkata,none,,0
TX0030882,C09203,M0393,2139.62,2026-05-21 18:08:52,netbanking,D01970,IP01029,Vijayawada,none,,0
TX0030883,C01928,M0123,1352.71,2026-06-14 06:09:00,wallet,D02532,IP04493,Chennai,none,,0
TX0030884,C01132,M0052,1949.84,2026-03-24 23:23:34,netbanking,D02411,IP06065,Visakhapatnam,none,,0
TX0030885,C05685,M0492,3581.87,2026-03-20 13:42:01,upi,D02739,IP06485,Kolkata,none,,0
TX0030886,C02783,M0113,586.14,2026-04-16 13:51:17,wallet,D00939,IP05276,Visakhapatnam,none,,0
TX0030887,C04978,M0404,2267.53,2026-02-20 02:04:36,upi,D01365,IP00508,Mumbai,none,,0
TX0030888,C07488,M0019,3400.88,2026-08-27 10:32:50,netbanking,D00621,IP02133,Kolkata,none,,0
TX0030889,C04305,M0484,608.2,2026-05-05 01:20:27,wallet,D03978,IP07162,Hyderabad,none,,0
TX0030890,C08059,M0213,1873.64,2026-05-22 17:26:45,card,D03280,IP07788,Bengaluru,none,,0
TX0030891,C06322,M0413,2568.49,2026-01-25 06:11:34,netbanking,D02224,IP01849,Ahmedabad,none,,0
TX0030892,C06846,M0395,1343.72,2026-05-15 20:38:33,card,D02393,IP04989,Bengaluru,none,,0
TX0030893,C09866,M0160,2353.53,2026-08-10 17:04:32,card,D04405,IP07174,Bengaluru,none,,0
TX0030894,C06910,M0479,1548.75,2026-06-01 08:26:46,wallet,D00581,IP04544,Vijayawada,none,,0
TX0030895,C05748,M0415,1440.72,2026-04-22 22:29:23,upi,D00294,IP05335,Chennai,none,,0
TX0030896,C06432,M0438,285.96,2026-04-22 18:57:09,card,D04101,IP07244,Mumbai,none,,0
TX0030897,C09301,M0377,1101.28,2026-01-07 18:29:29,netbanking,D00598,IP03232,Bengaluru,none,,0
TX0030898,C06507,M0041,5138.46,2026-03-02 06:52:55,card,D00285,IP03436,Hyderabad,none,,0
TX0030899,C00017,M0293,913.16,2026-02-04 07:57:21,wallet,D04753,IP03910,Ahmedabad,none,,0
TX0030900,C08375,M0213,758.1,2026-01-26 04:16:48,wallet,D00056,IP06842,Ahmedabad,none,,0
TX0030901,C07228,M0363,1133.64,2026-04-12 17:56:43,upi,D03598,IP00945,Mumbai,none,,0
TX0030902,C00845,M0176,1671.28,2026-01-02 00:27:08,wallet,D00086,IP05235,Delhi,none,,0
TX0030903,C01554,M0262,630.81,2026-08-22 16:22:22,netbanking,D01432,IP01244,Hyderabad,none,,0
TX0030904,C01089,M0064,1220.02,2026-04-29 23:45:39,card,D02927,IP04878,Ahmedabad,none,,0
TX0030905,C02854,M0339,2319.92,2026-07-10 03:10:56,upi,D04076,IP04580,Delhi,none,,0
TX0030906,C04494,M0398,1973.14,2026-03-12 15:15:47,upi,D00103,IP00609,Pune,none,,0
TX0030907,C07947,M0346,7302.93,2026-08-25 07:15:52,netbanking,D01676,IP01973,Hyderabad,none,,0
TX0030908,C07225,M0084,8301.05,2026-06-25 17:41:18,card,D00725,IP00469,Chennai,new_location,,1
TX0030909,C03737,M0156,1524.05,2026-01-27 04:57:12,upi,D04232,IP07706,Mumbai,none,,0
TX0030910,C01335,M0164,2611.39,2026-06-15 17:15:19,netbanking,D02688,IP01614,Delhi,none,,0
TX0030911,C01328,M0274,2196.83,2026-07-14 10:53:41,wallet,D01494,IP03784,Vijayawada,none,,0
TX0030912,C02645,M0263,635.24,2026-08-28 18:28:25,card,D02310,IP00992,Delhi,none,,0
TX0030913,C08513,M0238,1796.14,2026-08-14 21:54:49,wallet,D03377,IP04344,Ahmedabad,none,,0
TX0030914,C07998,M0371,897.83,2026-08-27 07:28:32,card,D02986,IP07798,Pune,none,,0
TX0030915,C02304,M0011,1256.29,2026-03-25 04:18:26,upi,D03524,IP06393,Chennai,none,,0
TX0030916,C01135,M0046,487.12,2026-08-28 11:16:06,netbanking,D02488,IP00613,Mumbai,none,,0
TX0030917,C02602,M0184,2618.99,2026-01-07 15:16:38,upi,D01962,IP05273,Ahmedabad,none,,0
TX0030918,C00355,M0002,1296.85,2026-03-04 18:35:07,netbanking,D02512,IP04483,Chennai,none,,0
TX0030919,C08150,M0308,818.69,2026-08-02 12:20:44,wallet,D03807,IP06582,Kolkata,none,,0
TX0030920,C09413,M0285,2855.83,2026-07-01 13:35:44,wallet,D00349,IP05158,Visakhapatnam,none,,0
TX0030921,C07707,M0039,2979.58,2026-01-07 11:22:58,card,D03008,IP05711,Kolkata,none,,0
TX0030922,C05294,M0066,503.03,2026-07-05 04:51:03,netbanking,D00686,IP00998,Visakhapatnam,none,,0
TX0030923,C03734,M0234,6378.92,2026-02-14 10:28:32,netbanking,D04026,IP00406,Chennai,new_location,,1
TX0030924,C07792,M0141,289.83,2026-06-10 04:48:34,upi,D02091,IP06992,Mumbai,none,,0
TX0030925,C04159,M0028,967.32,2026-05-20 04:38:54,netbanking,D02915,IP00337,Mumbai,none,,0
TX0030926,C09078,M0298,447.53,2026-02-27 11:29:29,upi,D04368,IP05205,Bengaluru,none,,0
TX0030927,C08992,M0154,6160.37,2026-01-11 12:27:59,upi,D03232,IP02368,Mumbai,none,,0
TX0030928,C08344,M0198,748.09,2026-03-07 03:57:11,wallet,D04376,IP07452,Vijayawada,none,,0
TX0030929,C06389,M0114,3204.91,2026-06-17 14:42:26,netbanking,D04169,IP02307,Delhi,none,,0
TX0030930,C08390,M0374,720.07,2026-03-02 07:09:26,wallet,D01138,IP07495,Pune,none,,0
TX0030931,C08944,M0399,2164.52,2026-08-19 04:38:52,netbanking,D04971,IP03733,Hyderabad,none,,0
TX0030932,C09701,M0091,2685.72,2026-08-24 02:26:25,upi,D01216,IP01914,Kolkata,none,,0
TX0030933,C01038,M0178,863.0,2026-05-13 07:18:35,upi,D00167,IP05258,Mumbai,none,,0
TX0030934,C00774,M0406,4746.09,2026-03-13 19:15:45,netbanking,D01069,IP06880,Mumbai,none,,0
TX0030935,C04067,M0043,854.75,2026-08-22 03:14:24,card,D02227,IP03467,Hyderabad,none,,0
TX0030936,C02215,M0241,2155.88,2026-07-25 02:36:45,card,D02239,IP06886,Vijayawada,none,,0
TX0030937,C05499,M0116,318.2,2026-04-03 07:12:21,wallet,D00358,IP07719,Mumbai,none,,0
TX0030938,C04417,M0299,1914.17,2026-03-06 23:34:38,upi,D02700,IP00573,Ahmedabad,none,,0
TX0030939,C05140,M0053,1363.74,2026-01-04 06:46:28,card,D03742,IP02992,Bengaluru,none,,0
TX0030940,C08262,M0271,6216.86,2026-03-17 04:08:14,netbanking,D04156,IP07980,Mumbai,none,,0
TX0030941,C03458,M0072,2297.51,2026-04-30 04:11:02,wallet,D01011,IP07188,Chennai,none,,0
TX0030942,C07373,M0230,1099.27,2026-03-24 23:46:12,card,D00849,IP00920,Kolkata,none,,0
TX0030943,C03386,M0035,528.86,2026-04-09 18:28:51,upi,D01221,IP07709,Bengaluru,none,,0
TX0030944,C02269,M0399,1226.23,2026-07-13 05:19:39,netbanking,D01471,IP04947,Mumbai,none,,0
TX0030945,C03695,M0218,4833.36,2026-01-02 14:33:53,card,D01125,IP04227,Chennai,none,,0
TX0030946,C07427,M0089,1083.89,2026-03-03 22:53:29,upi,D04285,IP01921,Bengaluru,none,,0
TX0030947,C08245,M0134,3370.41,2026-07-19 07:48:50,netbanking,D00813,IP03356,Vijayawada,none,,0
TX0030948,C06519,M0028,420.36,2026-03-28 06:12:56,upi,D03033,IP01280,Delhi,none,,0
TX0030949,C06132,M0015,905.24,2026-04-17 22:38:53,netbanking,D01084,IP03756,Ahmedabad,none,,0
TX0030950,C00470,M0419,1929.01,2026-06-27 16:04:00,upi,D04410,IP02118,Bengaluru,none,,0
TX0030951,C07256,M0145,4621.47,2026-08-03 20:27:10,card,D00617,IP02413,Ahmedabad,none,,0
TX0030952,C07793,M0016,3278.93,2026-05-11 21:28:01,card,D00961,IP02421,Chennai,velocity_attack,,1
TX0030953,C09884,M0268,2961.57,2026-03-22 22:54:22,card,D02306,IP03356,Bengaluru,none,,0
TX0030954,C04245,M0375,1574.63,2026-06-24 08:50:41,netbanking,D03435,IP04600,Ahmedabad,none,,0
TX0030955,C02867,M0127,735.32,2026-02-13 10:07:00,card,D00440,IP03748,Kolkata,none,,0
TX0030956,C03641,M0224,496.73,2026-01-04 16:39:25,wallet,D04825,IP06370,Vijayawada,none,,0
TX0030957,C05271,M0499,3281.16,2026-01-03 22:54:50,netbanking,D02278,IP01132,Hyderabad,none,,0
TX0030958,C01888,M0416,3204.48,2026-01-08 03:05:33,wallet,D03637,IP06355,Chennai,none,,0
TX0030959,C01939,M0434,4518.63,2026-05-10 15:25:58,upi,D04153,IP07966,Vijayawada,none,,0
TX0030960,C08482,M0090,1633.77,2026-08-15 23:19:57,wallet,D01409,IP07581,Vijayawada,none,,0
TX0030961,C09261,M0377,495.9,2026-01-14 21:18:12,upi,D04111,IP00299,Ahmedabad,none,,0
TX0030962,C01201,M0460,1039.72,2026-07-05 13:45:51,upi,D04685,IP03156,Bengaluru,none,,0
TX0030963,C04989,M0500,1488.24,2026-03-07 03:21:08,netbanking,D02483,IP02363,Ahmedabad,none,,0
TX0030964,C05013,M0058,2480.56,2026-07-13 00:26:02,netbanking,D03698,IP02596,Bengaluru,none,,0
TX0030965,C03471,M0074,1284.72,2026-05-03 16:49:17,wallet,D01214,IP06575,Visakhapatnam,none,,0
TX0030966,C08966,M0063,493.34,2026-06-30 19:33:45,wallet,D04698,IP06814,Chennai,none,,0
TX0030967,C01007,M0382,3862.96,2026-07-07 16:26:30,wallet,D02567,IP00500,Bengaluru,none,,0
TX0030968,C01476,M0312,2342.52,2026-03-09 08:31:33,card,D02360,IP03441,Chennai,none,,0
TX0030969,C03853,M0371,4391.96,2026-01-31 23:24:15,upi,D02923,IP01262,Bengaluru,none,,0
TX0030970,C06190,M0061,7229.22,2026-08-09 16:40:13,netbanking,D03623,IP01379,Bengaluru,none,,0
TX0030971,C09651,M0493,12265.78,2026-01-03 07:02:14,card,D00532,IP03016,Kolkata,abuse_ring,R0016,1
TX0030972,C07769,M0201,1046.39,2026-08-22 07:17:45,upi,D01073,IP01522,Visakhapatnam,none,,0
TX0030973,C03829,M0276,5425.1,2026-08-19 06:11:27,card,D02537,IP07409,Hyderabad,velocity_attack,,1
TX0030974,C08568,M0444,3025.63,2026-01-06 10:22:25,netbanking,D03374,IP04765,Hyderabad,none,,0
TX0030975,C05361,M0302,2849.08,2026-08-02 05:14:59,netbanking,D04658,IP07954,Ahmedabad,none,,0
TX0030976,C04850,M0256,841.85,2026-04-21 23:58:37,netbanking,D02273,IP03644,Chennai,none,,0
TX0030977,C02980,M0439,1602.34,2026-04-10 00:31:30,upi,D00886,IP05226,Vijayawada,none,,0
TX0030978,C06086,M0274,1342.04,2026-05-03 04:38:53,wallet,D02407,IP07762,Mumbai,none,,0
TX0030979,C05260,M0106,17207.44,2026-01-08 01:53:29,netbanking,D01951,IP01661,Mumbai,none,,0
TX0030980,C02585,M0078,1480.99,2026-08-19 01:42:16,netbanking,D03869,IP05895,Bengaluru,none,,0
TX0030981,C00480,M0045,4611.69,2026-03-19 18:12:44,netbanking,D01140,IP00441,Vijayawada,none,,0
TX0030982,C09307,M0241,4547.41,2026-07-10 08:37:30,netbanking,D02268,IP04791,Visakhapatnam,none,,0
TX0030983,C06843,M0361,6147.12,2026-04-24 13:53:19,netbanking,D04760,IP05486,Mumbai,none,,0
TX0030984,C01810,M0350,2214.4,2026-03-22 19:11:54,card,D00378,IP01675,Chennai,none,,0
TX0030985,C01943,M0058,1715.05,2026-07-21 01:52:00,wallet,D00768,IP07784,Kolkata,none,,0
TX0030986,C00844,M0244,2896.33,2026-04-28 13:41:24,upi,D03617,IP01612,Bengaluru,none,,0
TX0030987,C06139,M0072,596.92,2026-06-14 15:20:13,netbanking,D00768,IP06397,Ahmedabad,none,,0
TX0030988,C02219,M0249,8186.79,2026-07-07 14:29:35,netbanking,D01417,IP05603,Chennai,none,,0
TX0030989,C05105,M0268,2378.09,2026-04-04 05:10:18,netbanking,D04914,IP07367,Vijayawada,none,,0
TX0030990,C07223,M0023,1668.41,2026-08-14 13:06:56,upi,D03008,IP03963,Visakhapatnam,none,,0
TX0030991,C06725,M0476,1668.24,2026-07-25 03:08:26,netbanking,D03502,IP07089,Ahmedabad,none,,0
TX0030992,C03518,M0054,1734.5,2026-07-02 01:29:58,upi,D00983,IP03242,Visakhapatnam,none,,0
TX0030993,C00403,M0453,1742.66,2026-04-04 16:09:37,wallet,D00447,IP07222,Mumbai,none,,0
TX0030994,C09371,M0248,755.31,2026-07-13 04:38:39,wallet,D00355,IP01574,Pune,none,,0
